Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
 198,   8.017e-04,  -3.877e+00,   1.601e-04,      -0.196,       0.000,       0.981,   1.106e-04,     13.5656
 199,   1.850e-04,  -3.877e+00,   3.695e-05,      -0.196,       0.000,       0.981,   3.687e-05,     32.5345
Strip 3
 200,   9.999e-01,  -3.684e+00,   8.207e-06,       0.132,       0.000,       0.991,   5.978e-05,      0.0194
 201,   9.996e-01,  -3.684e+00,   5.744e-05,       0.132,       0.000,       0.991,   1.793e-04,      0.0343
 202,   9.987e-01,  -3.684e+00,   1.722e-04,       0.132,       0.000,       0.991,   2.986e-04,      0.0515
 203,   9.974e-01,  -3.684e+00,   3.522e-04,       0.131,       0.000,       0.991,   4.176e-04,      0.0672
 204,   9.955e-01,  -3.684e+00,   5.966e-04,       0.131,       0.000,       0.991,   5.362e-04,      0.0847
 205,   9.932e-01,  -3.684e+00,   9.050e-04,       0.130,       0.000,       0.991,   6.543e-04,      0.1004
 206,   9.903e-01,  -3.684e+00,   1.276e-03,       0.130,       0.000,       0.992,   7.716e-04,      0.1180
 207,   9.870e-01,  -3.684e+00,   1.708e-03,       0.129,       0.000,       0.992,   8.882e-04,      0.1331
 208,   9.833e-01,  -3.684e+00,   2.200e-03,       0.129,      -0.000,       0.992,   1.004e-03,      0.1513
 209,   9.790e-01,  -3.684e+00,   2.751e-03,       0.127,      -0.000,       0.992,   1.118e-03,      0.1659
 210,   9.743e-01,  -3.684e+00,   3.357e-03,       0.126,       0.000,       0.992,   1.232e-03,      0.1825
 211,   9.691e-01,  -3.684e+00,   4.018e-03,       0.125,       0.000,       0.992,   1.344e-03,      0.1995
 212,   9.634e-01,  -3.684e+00,   4.731e-03,       0.124,       0.000,       0.992,   1.455e-03,      0.2140
 213,   9.573e-01,  -3.684e+00,   5.492e-03,       0.123,       0.000,       0.992,   1.564e-03,      0.2301
 214,   9.507e-01,  -3.684e+00,   6.302e-03,       0.121,       0.000,       0.993,   1.672e-03,      0.2471
 215,   9.437e-01,  -3.684e+00,   7.156e-03,       0.119,       0.000,       0.993,   1.778e-03,      0.2614
 216,   9.362e-01,  -3.684e+00,   8.050e-03,       0.118,       0.000,       0.993,   1.882e-03,      0.2764
 217,   9.283e-01,  -3.684e+00,   8.982e-03,       0.116,       0.000,       0.993,   1.985e-03,      0.2921
 218,   9.200e-01,  -3.684e+00,   9.951e-03,       0.115,       0.000,       0.993,   2.085e-03,      0.3083
 219,   9.113e-01,  -3.684e+00,   1.095e-02,       0.112,       0.000,       0.994,   2.183e-03,      0.3223
 220,   9.022e-01,  -3.684e+00,   1.198e-02,       0.110,       0.000,       0.994,   2.279e-03,      0.3367
 221,   8.926e-01,  -3.684e+00,   1.303e-02,       0.108,       0.000,       0.994,   2.373e-03,      0.3514
 222,   8.827e-01,  -3.684e+00,   1.410e-02,       0.106,       0.000,       0.994,   2.464e-03,      0.3661
 223,   8.724e-01,  -3.684e+00,   1.520e-02,       0.104,       0.000,       0.995,   2.553e-03,      0.3810
 224,   8.618e-01,  -3.684e+00,   1.631e-02,       0.102,      -0.000,       0.995,   2.639e-03,      0.3958
 225,   8.507e-01,  -3.684e+00,   1.742e-02,       0.099,      -0.000,       0.995,   2.723e-03,      0.4094
 226,   8.394e-01,  -3.684e+00,   1.855e-02,       0.096,       0.000,       0.995,   2.804e-03,      0.4232
 227,   8.277e-01,  -3.684e+00,   1.967e-02,       0.094,       0.000,       0.996,   2.882e-03,      0.4372
 228,   8.156e-01,  -3.684e+00,   2.080e-02,       0.091,       0.000,       0.996,   2.957e-03,      0.4511
 229,   8.033e-01,  -3.684e+00,   2.192e-02,       0.089,       0.000,       0.996,   3.029e-03,      0.4649
 230,   7.907e-01,  -3.684e+00,   2.303e-02,       0.086,       0.000,       0.996,   3.098e-03,      0.4788
 231,   7.778e-01,  -3.684e+00,   2.414e-02,       0.083,       0.000,       0.997,   3.164e-03,      0.4926
 232,   7.646e-01,  -3.684e+00,   2.522e-02,       0.080,       0.000,       0.997,   3.227e-03,      0.5065
 233,   7.511e-01,  -3.684e+00,   2.629e-02,       0.077,       0.000,       0.997,   3.287e-03,      0.5203
 234,   7.374e-01,  -3.684e+00,   2.734e-02,       0.074,       0.000,       0.997,   3.344e-03,      0.5342
 235,   7.235e-01,  -3.684e+00,   2.837e-02,       0.071,       0.000,       0.997,   3.397e-03,      0.5481
 236,   7.093e-01,  -3.684e+00,   2.936e-02,       0.068,       0.000,       0.998,   3.447e-03,      0.5620
 237,   6.949e-01,  -3.684e+00,   3.033e-02,       0.065,       0.000,       0.998,   3.493e-03,      0.5761
 238,   6.804e-01,  -3.684e+00,   3.126e-02,       0.061,       0.000,       0.998,   3.536e-03,      0.5903
 239,   6.657e-01,  -3.684e+00,   3.215e-02,       0.058,       0.000,       0.998,   3.576e-03,      0.6047
 240,   6.508e-01,  -3.684e+00,   3.300e-02,       0.055,       0.000,       0.998,   3.612e-03,      0.6192
 241,   6.357e-01,  -3.684e+00,   3.382e-02,       0.051,       0.000,       0.999,   3.644e-03,      0.6340
 242,   6.205e-01,  -3.684e+00,   3.459e-02,       0.048,       0.000,       0.999,   3.673e-03,      0.6491
 243,   6.052e-01,  -3.684e+00,   3.531e-02,       0.045,       0.000,       0.999,   3.698e-03,      0.6645
 244,   5.898e-01,  -3.684e+00,   3.599e-02,       0.041,       0.000,       0.999,   3.720e-03,      0.6802
 245,   5.743e-01,  -3.684e+00,   3.661e-02,       0.038,       0.000,       0.999,   3.738e-03,      0.6964
 246,   5.588e-01,  -3.684e+00,   3.719e-02,       0.034,       0.000,       0.999,   3.752e-03,      0.7130
 247,   5.431e-01,  -3.684e+00,   3.771e-02,       0.031,       0.000,       1.000,   3.763e-03,      0.7303
 248,   5.275e-01,  -3.684e+00,   3.819e-02,       0.028,       0.000,       1.000,   3.770e-03,      0.7482
 249,   5.118e-01,  -3.684e+00,   3.860e-02,       0.024,       0.000,       1.000,   3.774e-03,      0.7672
 250,   4.961e-01,  -3.684e+00,   3.897e-02,       0.020,       0.000,       1.000,   3.773e-03,      0.7867
 251,   4.804e-01,  -3.684e+00,   3.928e-02,       0.017,       0.000,       1.000,   3.769e-03,      0.8067
 252,   4.647e-01,  -3.684e+00,   3.953e-02,       0.013,       0.000,       1.000,   3.762e-03,      0.8283
 253,   4.490e-01,  -3.684e+00,   3.972e-02,       0.010,       0.000,       1.000,   3.750e-03,      0.8516
 254,   4.334e-01,  -3.684e+00,   3.987e-02,       0.007,       0.000,       1.000,   3.735e-03,      0.8774
 255,   4.179e-01,  -3.684e+00,   3.995e-02,       0.003,       0.000,       1.000,   3.717e-03,      0.9084
 256,   4.025e-01,  -3.684e+00,   3.999e-02,      -0.001,       0.000,       1.000,   3.695e-03,      0.9440
 257,   3.871e-01,  -3.684e+00,   3.994e-02,      -0.008,       0.000,       1.000,   3.669e-03,      0.9763
 258,   3.719e-01,  -3.684e+00,   3.979e-02,      -0.016,       0.000,       1.000,   3.640e-03,      1.0038
 259,   3.568e-01,  -3.684e+00,   3.952e-02,      -0.024,       0.000,       1.000,   3.607e-03,      1.0278
 260,   3.418e-01,  -3.684e+00,   3.913e-02,      -0.031,       0.000,       1.000,   3.571e-03,      1.0516
 261,   3.270e-01,  -3.684e+00,   3.865e-02,      -0.038,       0.000,       0.999,   3.532e-03,      1.0749
 262,   3.123e-01,  -3.684e+00,   3.806e-02,      -0.046,       0.000,       0.999,   3.489e-03,      1.0980
 263,   2.978e-01,  -3.684e+00,   3.737e-02,      -0.053,      -0.000,       0.999,   3.443e-03,      1.1214
 264,   2.836e-01,  -3.684e+00,   3.660e-02,      -0.060,      -0.000,       0.998,   3.394e-03,      1.1455
 265,   2.695e-01,  -3.684e+00,   3.573e-02,      -0.067,       0.000,       0.998,   3.342e-03,      1.1668
 266,   2.557e-01,  -3.684e+00,   3.478e-02,      -0.074,       0.000,       0.997,   3.286e-03,      1.1893
 267,   2.421e-01,  -3.684e+00,   3.375e-02,      -0.080,       0.000,       0.997,   3.227e-03,      1.2127
 268,   2.288e-01,  -3.684e+00,   3.266e-02,      -0.087,       0.000,       0.996,   3.165e-03,      1.2372
 269,   2.157e-01,  -3.684e+00,   3.150e-02,      -0.093,       0.000,       0.996,   3.100e-03,      1.2632
 270,   2.030e-01,  -3.684e+00,   3.028e-02,      -0.099,      -0.000,       0.995,   3.032e-03,      1.2903
 271,   1.905e-01,  -3.684e+00,   2.902e-02,      -0.106,      -0.000,       0.994,   2.961e-03,      1.3166
 272,   1.783e-01,  -3.684e+00,   2.770e-02,      -0.112,      -0.000,       0.994,   2.887e-03,      1.3454
 273,   1.664e-01,  -3.684e+00,   2.635e-02,      -0.117,       0.000,       0.993,   2.810e-03,      1.3765
 274,   1.549e-01,  -3.684e+00,   2.497e-02,      -0.123,       0.000,       0.992,   2.730e-03,      1.4103
 275,   1.437e-01,  -3.684e+00,   2.357e-02,      -0.128,       0.000,       0.992,   2.647e-03,      1.4477
 276,   1.329e-01,  -3.684e+00,   2.215e-02,      -0.134,       0.000,       0.991,   2.562e-03,      1.4863
 277,   1.224e-01,  -3.684e+00,   2.073e-02,      -0.139,       0.000,       0.990,   2.474e-03,      1.5284
 278,   1.123e-01,  -3.684e+00,   1.930e-02,      -0.144,       0.000,       0.990,   2.384e-03,      1.5754
 279,   1.026e-01,  -3.684e+00,   1.787e-02,      -0.148,       0.000,       0.989,   2.291e-03,      1.6278
 280,   9.323e-02,  -3.684e+00,   1.647e-02,      -0.153,       0.000,       0.988,   2.195e-03,      1.6864
 281,   8.430e-02,  -3.684e+00,   1.508e-02,      -0.157,       0.000,       0.988,   2.097e-03,      1.7521
 282,   7.578e-02,  -3.684e+00,   1.372e-02,      -0.161,       0.000,       0.987,   1.997e-03,      1.8243
 283,   6.768e-02,  -3.684e+00,   1.239e-02,      -0.165,       0.000,       0.986,   1.895e-03,      1.9072
 284,   6.001e-02,  -3.684e+00,   1.110e-02,      -0.168,       0.000,       0.986,   1.791e-03,      2.0022
 285,   5.277e-02,  -3.684e+00,   9.853e-03,      -0.172,       0.000,       0.985,   1.685e-03,      2.1119
 286,   4.597e-02,  -3.684e+00,   8.663e-03,      -0.175,       0.000,       0.985,   1.577e-03,      2.2398
 287,   3.962e-02,  -3.684e+00,   7.529e-03,      -0.178,       0.000,       0.984,   1.467e-03,      2.3887
 288,   3.372e-02,  -3.684e+00,   6.458e-03,      -0.181,       0.000,       0.984,   1.356e-03,      2.5657
 289,   2.829e-02,  -3.684e+00,   5.455e-03,      -0.183,       0.000,       0.983,   1.243e-03,      2.7792
 290,   2.332e-02,  -3.684e+00,   4.525e-03,      -0.186,       0.000,       0.983,   1.129e-03,      3.0405
 291,   1.882e-02,  -3.684e+00,   3.673e-03,      -0.188,       0.000,       0.982,   1.014e-03,      3.3665
 292,   1.479e-02,  -3.684e+00,   2.903e-03,      -0.189,      -0.000,       0.982,   8.970e-04,      3.7832
 293,   1.125e-02,  -3.684e+00,   2.217e-03,      -0.191,      -0.000,       0.982,   7.795e-04,      4.3315
 294,   8.181e-03,  -3.684e+00,   1.619e-03,      -0.193,       0.000,       0.981,   6.610e-04,      5.0841
 295,   5.603e-03,  -3.684e+00,   1.112e-03,      -0.194,       0.000,       0.981,   5.419e-04,      6.1770
 296,   3.512e-03,  -3.684e+00,   6.990e-04,      -0.195,       0.000,       0.981,   4.221e-04,      7.8983
 297,   1.911e-03,  -3.684e+00,   3.811e-04,      -0.195,       0.000,       0.981,   3.018e-04,     10.9887
 298,   8.017e-04,  -3.684e+00,   1.601e-04,      -0.196,       0.000,       0.981,   1.812e-04,     18.0512
 299,   1.850e-04,  -3.684e+00,   3.695e-05,      -0.196,       0.000,       0.981,   6.043e-05,     43.2871
Strip 4
 300,   9.999e-01,  -3.400e+00,   8.207e-06,       0.132,       0.000,       0.991,   8.163e-05,      0.0223
 301,   9.996e-01,  -3.400e+00,   5.744e-05,       0.132,       0.000,       0.991,   2.448e-04,      0.0394
 302,   9.987e-01,  -3.400e+00,   1.722e-04,       0.132,       0.000,       0.991,   4.077e-04,      0.0589
 303,   9.974e-01,  -3.400e+00,   3.522e-04,       0.131,       0.000,       0.991,   5.702e-04,      0.0771
 304,   9.955e-01,  -3.400e+00,   5.966e-04,       0.131,       0.000,       0.991,   7.322e-04,      0.0971
 305,   9.932e-01,  -3.400e+00,   9.050e-04,       0.130,       0.000,       0.991,   8.933e-04,      0.1153
 306,   9.903e-01,  -3.400e+00,   1.276e-03,       0.130,       0.000,       0.992,   1.054e-03,      0.1354
 307,   9.870e-01,  -3.400e+00,   1.708e-03,       0.129,       0.000,       0.992,   1.213e-03,      0.1531
 308,   9.833e-01,  -3.400e+00,   2.200e-03,       0.129,       0.000,       0.992,   1.371e-03,      0.1740
 309,   9.790e-01,  -3.400e+00,   2.751e-03,       0.127,       0.000,       0.992,   1.527e-03,      0.1913
 310,   9.743e-01,  -3.400e+00,   3.357e-03,       0.126,       0.000,       0.992,   1.682e-03,      0.2105
 311,   9.691e-01,  -3.400e+00,   4.018e-03,       0.125,       0.000,       0.992,   1.835e-03,      0.2304
 312,   9.634e-01,  -3.400e+00,   4.731e-03,       0.124,       0.000,       0.992,   1.987e-03,      0.2478
 313,   9.573e-01,  -3.400e+00,   5.492e-03,       0.123,       0.000,       0.992,   2.136e-03,      0.2667
 314,   9.507e-01,  -3.400e+00,   6.302e-03,       0.121,       0.000,       0.993,   2.283e-03,      0.2867
 315,   9.437e-01,  -3.400e+00,   7.156e-03,       0.119,       0.000,       0.993,   2.428e-03,      0.3040
 316,   9.362e-01,  -3.400e+00,   8.050e-03,       0.118,       0.000,       0.993,   2.570e-03,      0.3222
 317,   9.283e-01,  -3.400e+00,   8.982e-03,       0.116,       0.000,       0.993,   2.710e-03,      0.3410
 318,   9.200e-01,  -3.400e+00,   9.951e-03,       0.115,       0.000,       0.993,   2.847e-03,      0.3605
 319,   9.113e-01,  -3.400e+00,   1.095e-02,       0.112,       0.000,       0.994,   2.981e-03,      0.3779
 320,   9.022e-01,  -3.400e+00,   1.198e-02,       0.110,       0.000,       0.994,   3.112e-03,      0.3957
 321,   8.926e-01,  -3.400e+00,   1.303e-02,       0.108,       0.000,       0.994,   3.240e-03,      0.4138
 322,   8.827e-01,  -3.400e+00,   1.410e-02,       0.106,      -0.000,       0.994,   3.365e-03,      0.4321
 323,   8.724e-01,  -3.400e+00,   1.520e-02,       0.104,      -0.000,       0.995,   3.486e-03,      0.4506
 324,   8.618e-01,  -3.400e+00,   1.631e-02,       0.102,       0.000,       0.995,   3.604e-03,      0.4691
 325,   8.507e-01,  -3.400e+00,   1.742e-02,       0.099,       0.000,       0.995,   3.718e-03,      0.4864
 326,   8.394e-01,  -3.400e+00,   1.855e-02,       0.096,       0.000,       0.995,   3.828e-03,      0.5041
 327,   8.277e-01,  -3.400e+00,   1.967e-02,       0.094,       0.000,       0.996,   3.934e-03,      0.5218
 328,   8.156e-01,  -3.400e+00,   2.080e-02,       0.091,       0.000,       0.996,   4.037e-03,      0.5397
 329,   8.033e-01,  -3.400e+00,   2.192e-02,       0.089,      -0.000,       0.996,   4.136e-03,      0.5575
 330,   7.907e-01,  -3.400e+00,   2.303e-02,       0.086,      -0.000,       0.996,   4.230e-03,      0.5753
 331,   7.778e-01,  -3.400e+00,   2.414e-02,       0.083,       0.000,       0.997,   4.320e-03,      0.5932
 332,   7.646e-01,  -3.400e+00,   2.522e-02,       0.080,       0.000,       0.997,   4.406e-03,      0.6110
 333,   7.511e-01,  -3.400e+00,   2.629e-02,       0.077,      -0.000,       0.997,   4.488e-03,      0.6289
 334,   7.374e-01,  -3.400e+00,   2.734e-02,       0.074,       0.000,       0.997,   4.565e-03,      0.6469
 335,   7.235e-01,  -3.400e+00,   2.837e-02,       0.071,       0.000,       0.997,   4.638e-03,      0.6649
 336,   7.093e-01,  -3.400e+00,   2.936e-02,       0.068,       0.000,       0.998,   4.706e-03,      0.6829
 337,   6.949e-01,  -3.400e+00,   3.033e-02,       0.065,       0.000,       0.998,   4.769e-03,      0.7011
 338,   6.804e-01,  -3.400e+00,   3.126e-02,       0.061,       0.000,       0.998,   4.828e-03,      0.7194
 339,   6.657e-01,  -3.400e+00,   3.215e-02,       0.058,       0.000,       0.998,   4.882e-03,      0.7378
 340,   6.508e-01,  -3.400e+00,   3.300e-02,       0.055,       0.000,       0.998,   4.931e-03,      0.7564
 341,   6.357e-01,  -3.400e+00,   3.382e-02,       0.051,       0.000,       0.999,   4.975e-03,      0.7753
 342,   6.205e-01,  -3.400e+00,   3.459e-02,       0.048,      -0.000,       0.999,   5.015e-03,      0.7944
 343,   6.052e-01,  -3.400e+00,   3.531e-02,       0.045,      -0.000,       0.999,   5.049e-03,      0.8137
 344,   5.898e-01,  -3.400e+00,   3.599e-02,       0.041,       0.000,       0.999,   5.079e-03,      0.8335
 345,   5.743e-01,  -3.400e+00,   3.661e-02,       0.038,       0.000,       0.999,   5.104e-03,      0.8536
 346,   5.588e-01,  -3.400e+00,   3.719e-02,       0.034,       0.000,       0.999,   5.123e-03,      0.8742
 347,   5.431e-01,  -3.400e+00,   3.771e-02,       0.031,      -0.000,       1.000,   5.138e-03,      0.8954
 348,   5.275e-01,  -3.400e+00,   3.819e-02,       0.028,      -0.000,       1.000,   5.148e-03,      0.9173
 349,   5.118e-01,  -3.400e+00,   3.860e-02,       0.024,       0.000,       1.000,   5.152e-03,      0.9401
 350,   4.961e-01,  -3.400e+00,   3.897e-02,       0.020,       0.000,       1.000,   5.152e-03,      0.9635
 351,   4.804e-01,  -3.400e+00,   3.928e-02,       0.017,       0.000,       1.000,   5.146e-03,      0.9873
 352,   4.647e-01,  -3.400e+00,   3.953e-02,       0.013,       0.000,       1.000,   5.136e-03,      1.0127
 353,   4.490e-01,  -3.400e+00,   3.972e-02,       0.010,       0.000,       1.000,   5.120e-03,      1.0399
 354,   4.334e-01,  -3.400e+00,   3.987e-02,       0.007,       0.000,       1.000,   5.100e-03,      1.0696
 355,   4.179e-01,  -3.400e+00,   3.995e-02,       0.003,       0.000,       1.000,   5.075e-03,      1.1044
 356,   4.025e-01,  -3.400e+00,   3.999e-02,      -0.001,       0.000,       1.000,   5.044e-03,      1.1440
 357,   3.871e-01,  -3.400e+00,   3.994e-02,      -0.008,       0.000,       1.000,   5.009e-03,      1.1802
 358,   3.719e-01,  -3.400e+00,   3.979e-02,      -0.016,       0.000,       1.000,   4.969e-03,      1.2118
 359,   3.568e-01,  -3.400e+00,   3.952e-02,      -0.024,       0.000,       1.000,   4.925e-03,      1.2400
 360,   3.418e-01,  -3.400e+00,   3.913e-02,      -0.031,       0.000,       1.000,   4.876e-03,      1.2679
 361,   3.270e-01,  -3.400e+00,   3.865e-02,      -0.038,       0.000,       0.999,   4.822e-03,      1.2954
 362,   3.123e-01,  -3.400e+00,   3.806e-02,      -0.046,       0.000,       0.999,   4.764e-03,      1.3228
 363,   2.978e-01,  -3.400e+00,   3.737e-02,      -0.053,       0.000,       0.999,   4.701e-03,      1.3505
 364,   2.836e-01,  -3.400e+00,   3.660e-02,      -0.060,       0.000,       0.998,   4.634e-03,      1.3790
 365,   2.695e-01,  -3.400e+00,   3.573e-02,      -0.067,       0.000,       0.998,   4.563e-03,      1.4050
 366,   2.557e-01,  -3.400e+00,   3.478e-02,      -0.074,      -0.000,       0.997,   4.487e-03,      1.4321
 367,   2.421e-01,  -3.400e+00,   3.375e-02,      -0.080,      -0.000,       0.997,   4.407e-03,      1.4604
 368,   2.288e-01,  -3.400e+00,   3.266e-02,      -0.087,       0.000,       0.996,   4.322e-03,      1.4900
 369,   2.157e-01,  -3.400e+00,   3.150e-02,      -0.093,       0.000,       0.996,   4.233e-03,      1.5214
 370,   2.030e-01,  -3.400e+00,   3.028e-02,      -0.099,       0.000,       0.995,   4.140e-03,      1.5541
 371,   1.905e-01,  -3.400e+00,   2.902e-02,      -0.106,       0.000,       0.994,   4.043e-03,      1.5864
 372,   1.783e-01,  -3.400e+00,   2.770e-02,      -0.112,       0.000,       0.994,   3.942e-03,      1.6215
 373,   1.664e-01,  -3.400e+00,   2.635e-02,      -0.117,       0.000,       0.993,   3.837e-03,      1.6594
 374,   1.549e-01,  -3.400e+00,   2.497e-02,      -0.123,       0.000,       0.992,   3.728e-03,      1.7005
 375,   1.437e-01,  -3.400e+00,   2.357e-02,      -0.128,       0.000,       0.992,   3.615e-03,      1.7458
 376,   1.329e-01,  -3.400e+00,   2.215e-02,      -0.134,       0.000,       0.991,   3.498e-03,      1.7930
 377,   1.224e-01,  -3.400e+00,   2.073e-02,      -0.139,       0.000,       0.990,   3.378e-03,      1.8445
 378,   1.123e-01,  -3.400e+00,   1.930e-02,      -0.144,       0.000,       0.990,   3.255e-03,      1.9018
 379,   1.026e-01,  -3.400e+00,   1.787e-02,      -0.148,       0.000,       0.989,   3.127e-03,      1.9655
 380,   9.323e-02,  -3.400e+00,   1.647e-02,      -0.153,       0.000,       0.988,   2.997e-03,      2.0368
 381,   8.430e-02,  -3.400e+00,   1.508e-02,      -0.157,       0.000,       0.988,   2.864e-03,      2.1167
 382,   7.578e-02,  -3.400e+00,   1.372e-02,      -0.161,       0.000,       0.987,   2.727e-03,      2.2048
 383,   6.768e-02,  -3.400e+00,   1.239e-02,      -0.165,       0.000,       0.986,   2.588e-03,      2.3058
 384,   6.001e-02,  -3.400e+00,   1.110e-02,      -0.168,       0.000,       0.986,   2.445e-03,      2.4215
 385,   5.277e-02,  -3.400e+00,   9.853e-03,      -0.172,       0.000,       0.985,   2.300e-03,      2.5549
 386,   4.597e-02,  -3.400e+00,   8.663e-03,      -0.175,       0.000,       0.985,   2.153e-03,      2.7104
 387,   3.962e-02,  -3.400e+00,   7.529e-03,      -0.178,       0.000,       0.984,   2.003e-03,      2.8918
 388,   3.372e-02,  -3.400e+00,   6.458e-03,      -0.181,       0.000,       0.984,   1.851e-03,      3.1072
 389,   2.829e-02,  -3.400e+00,   5.455e-03,      -0.183,       0.000,       0.983,   1.697e-03,      3.3668
 390,   2.332e-02,  -3.400e+00,   4.525e-03,      -0.186,       0.000,       0.983,   1.541e-03,      3.6844
 391,   1.882e-02,  -3.400e+00,   3.673e-03,      -0.188,       0.000,       0.982,   1.384e-03,      4.0806
 392,   1.479e-02,  -3.400e+00,   2.903e-03,      -0.189,       0.000,       0.982,   1.225e-03,      4.5869
 393,   1.125e-02,  -3.400e+00,   2.217e-03,      -0.191,       0.000,       0.982,   1.064e-03,      5.2531
 394,   8.181e-03,  -3.400e+00,   1.619e-03,      -0.193,       0.000,       0.981,   9.026e-04,      6.1673
 395,   5.603e-03,  -3.400e+00,   1.112e-03,      -0.194,       0.000,       0.981,   7.398e-04,      7.4944
 396,   3.512e-03,  -3.400e+00,   6.990e-04,      -0.195,       0.000,       0.981,   5.763e-04,      9.5842
 397,   1.911e-03,  -3.400e+00,   3.811e-04,      -0.195,       0.000,       0.981,   4.121e-04,     13.3356
 398,   8.017e-04,  -3.400e+00,   1.601e-04,      -0.196,       0.000,       0.981,   2.475e-04,     21.9082
 399,   1.850e-04,  -3.400e+00,   3.695e-05,      -0.196,       0.000,       0.981,   8.251e-05,     52.5375
Strip 5
 400,   9.999e-01,  -3.032e+00,   8.207e-06,       0.132,       0.000,       0.991,   1.015e-04,      0.0247
 401,   9.996e-01,  -3.032e+00,   5.744e-05,       0.132,       0.000,       0.991,   3.043e-04,      0.0435
 402,   9.987e-01,  -3.032e+00,   1.722e-04,       0.132,      -0.000,       0.991,   5.068e-04,      0.0651
 403,   9.974e-01,  -3.032e+00,   3.522e-04,       0.131,      -0.000,       0.991,   7.088e-04,      0.0853
 404,   9.955e-01,  -3.032e+00,   5.966e-04,       0.131,       0.000,       0.991,   9.100e-04,      0.1073
 405,   9.932e-01,  -3.032e+00,   9.050e-04,       0.130,       0.000,       0.991,   1.110e-03,      0.1276
 406,   9.903e-01,  -3.032e+00,   1.276e-03,       0.130,      -0.000,       0.992,   1.310e-03,      0.1497
 407,   9.870e-01,  -3.032e+00,   1.708e-03,       0.129,      -0.000,       0.992,   1.507e-03,      0.1695
 408,   9.833e-01,  -3.032e+00,   2.200e-03,       0.129,       0.000,       0.992,   1.704e-03,      0.1925
 409,   9.790e-01,  -3.032e+00,   2.751e-03,       0.127,       0.000,       0.992,   1.898e-03,      0.2119
 410,   9.743e-01,  -3.032e+00,   3.357e-03,       0.126,       0.000,       0.992,   2.091e-03,      0.2333
 411,   9.691e-01,  -3.032e+00,   4.018e-03,       0.125,      -0.000,       0.992,   2.281e-03,      0.2553
