Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
1512,   9.634e-01,   3.032e+00,   4.731e-03,       0.124,       0.000,       0.992,   2.469e-03,      0.2749
1513,   9.573e-01,   3.032e+00,   5.492e-03,       0.123,       0.000,       0.992,   2.655e-03,      0.2960
1514,   9.507e-01,   3.032e+00,   6.302e-03,       0.121,       0.000,       0.993,   2.838e-03,      0.3183
1515,   9.437e-01,   3.032e+00,   7.156e-03,       0.119,       0.000,       0.993,   3.018e-03,      0.3379
1516,   9.362e-01,   3.032e+00,   8.050e-03,       0.118,       0.000,       0.993,   3.195e-03,      0.3583
1517,   9.283e-01,   3.032e+00,   8.982e-03,       0.116,       0.000,       0.993,   3.368e-03,      0.3795
1518,   9.200e-01,   3.032e+00,   9.951e-03,       0.115,       0.000,       0.993,   3.539e-03,      0.4013
1519,   9.113e-01,   3.032e+00,   1.095e-02,       0.112,       0.000,       0.994,   3.705e-03,      0.4210
1520,   9.022e-01,   3.032e+00,   1.198e-02,       0.110,       0.000,       0.994,   3.868e-03,      0.4413
1521,   8.926e-01,   3.032e+00,   1.303e-02,       0.108,       0.000,       0.994,   4.027e-03,      0.4618
1522,   8.827e-01,   3.032e+00,   1.410e-02,       0.106,       0.000,       0.994,   4.182e-03,      0.4825
1523,   8.724e-01,   3.032e+00,   1.520e-02,       0.104,       0.000,       0.995,   4.333e-03,      0.5035
1524,   8.618e-01,   3.032e+00,   1.631e-02,       0.102,      -0.000,       0.995,   4.479e-03,      0.5245
1525,   8.507e-01,   3.032e+00,   1.742e-02,       0.099,      -0.000,       0.995,   4.621e-03,      0.5444
1526,   8.394e-01,   3.032e+00,   1.855e-02,       0.096,       0.000,       0.995,   4.758e-03,      0.5646
1527,   8.277e-01,   3.032e+00,   1.967e-02,       0.094,       0.000,       0.996,   4.890e-03,      0.5850
1528,   8.156e-01,   3.032e+00,   2.080e-02,       0.091,       0.000,       0.996,   5.018e-03,      0.6054
1529,   8.033e-01,   3.032e+00,   2.192e-02,       0.089,       0.000,       0.996,   5.141e-03,      0.6259
1530,   7.907e-01,   3.032e+00,   2.303e-02,       0.086,      -0.000,       0.996,   5.258e-03,      0.6464
1531,   7.778e-01,   3.032e+00,   2.414e-02,       0.083,      -0.000,       0.997,   5.370e-03,      0.6669
1532,   7.646e-01,   3.032e+00,   2.522e-02,       0.080,       0.000,       0.997,   5.477e-03,      0.6874
1533,   7.511e-01,   3.032e+00,   2.629e-02,       0.077,       0.000,       0.997,   5.578e-03,      0.7080
1534,   7.374e-01,   3.032e+00,   2.734e-02,       0.074,       0.000,       0.997,   5.674e-03,      0.7286
1535,   7.235e-01,   3.032e+00,   2.837e-02,       0.071,       0.000,       0.997,   5.765e-03,      0.7493
1536,   7.093e-01,   3.032e+00,   2.936e-02,       0.068,       0.000,       0.998,   5.849e-03,      0.7701
1537,   6.949e-01,   3.032e+00,   3.033e-02,       0.065,       0.000,       0.998,   5.928e-03,      0.7910
1538,   6.804e-01,   3.032e+00,   3.126e-02,       0.061,       0.000,       0.998,   6.001e-03,      0.8121
1539,   6.657e-01,   3.032e+00,   3.215e-02,       0.058,       0.000,       0.998,   6.068e-03,      0.8332
1540,   6.508e-01,   3.032e+00,   3.300e-02,       0.055,       0.000,       0.998,   6.129e-03,      0.8546
1541,   6.357e-01,   3.032e+00,   3.382e-02,       0.051,       0.000,       0.999,   6.184e-03,      0.8762
1542,   6.205e-01,   3.032e+00,   3.459e-02,       0.048,       0.000,       0.999,   6.233e-03,      0.8980
1543,   6.052e-01,   3.032e+00,   3.531e-02,       0.045,       0.000,       0.999,   6.276e-03,      0.9201
1544,   5.898e-01,   3.032e+00,   3.599e-02,       0.041,       0.000,       0.999,   6.313e-03,      0.9426
1545,   5.743e-01,   3.032e+00,   3.661e-02,       0.038,       0.000,       0.999,   6.344e-03,      0.9654
1546,   5.588e-01,   3.032e+00,   3.719e-02,       0.034,       0.000,       0.999,   6.368e-03,      0.9888
1547,   5.431e-01,   3.032e+00,   3.771e-02,       0.031,       0.000,       1.000,   6.386e-03,      1.0127
1548,   5.275e-01,   3.032e+00,   3.819e-02,       0.028,       0.000,       1.000,   6.398e-03,      1.0373
1549,   5.118e-01,   3.032e+00,   3.860e-02,       0.024,       0.000,       1.000,   6.404e-03,      1.0629
1550,   4.961e-01,   3.032e+00,   3.897e-02,       0.020,       0.000,       1.000,   6.403e-03,      1.0890
1551,   4.804e-01,   3.032e+00,   3.928e-02,       0.017,       0.000,       1.000,   6.397e-03,      1.1156
1552,   4.647e-01,   3.032e+00,   3.953e-02,       0.013,       0.000,       1.000,   6.384e-03,      1.1438
1553,   4.490e-01,   3.032e+00,   3.972e-02,       0.010,       0.000,       1.000,   6.365e-03,      1.1737
1554,   4.334e-01,   3.032e+00,   3.987e-02,       0.007,       0.000,       1.000,   6.339e-03,      1.2062
1555,   4.179e-01,   3.032e+00,   3.995e-02,       0.003,       0.000,       1.000,   6.308e-03,      1.2439
1556,   4.025e-01,   3.032e+00,   3.999e-02,      -0.001,       0.000,       1.000,   6.270e-03,      1.2864
1557,   3.871e-01,   3.032e+00,   3.994e-02,      -0.008,       0.000,       1.000,   6.226e-03,      1.3257
1558,   3.719e-01,   3.032e+00,   3.979e-02,      -0.016,       0.000,       1.000,   6.177e-03,      1.3604
1559,   3.568e-01,   3.032e+00,   3.952e-02,      -0.024,       0.000,       1.000,   6.122e-03,      1.3917
1560,   3.418e-01,   3.032e+00,   3.913e-02,      -0.031,       0.000,       1.000,   6.061e-03,      1.4227
1561,   3.270e-01,   3.032e+00,   3.865e-02,      -0.038,       0.000,       0.999,   5.994e-03,      1.4535
1562,   3.123e-01,   3.032e+00,   3.806e-02,      -0.046,       0.000,       0.999,   5.922e-03,      1.4842
1563,   2.978e-01,   3.032e+00,   3.737e-02,      -0.053,       0.000,       0.999,   5.844e-03,      1.5153
1564,   2.836e-01,   3.032e+00,   3.660e-02,      -0.060,       0.000,       0.998,   5.760e-03,      1.5474
1565,   2.695e-01,   3.032e+00,   3.573e-02,      -0.067,       0.000,       0.998,   5.671e-03,      1.5770
1566,   2.557e-01,   3.032e+00,   3.478e-02,      -0.074,       0.000,       0.997,   5.577e-03,      1.6080
1567,   2.421e-01,   3.032e+00,   3.375e-02,      -0.080,       0.000,       0.997,   5.477e-03,      1.6403
1568,   2.288e-01,   3.032e+00,   3.266e-02,      -0.087,       0.000,       0.996,   5.372e-03,      1.6741
1569,   2.157e-01,   3.032e+00,   3.150e-02,      -0.093,       0.000,       0.996,   5.261e-03,      1.7099
1570,   2.030e-01,   3.032e+00,   3.028e-02,      -0.099,       0.000,       0.995,   5.146e-03,      1.7473
1571,   1.905e-01,   3.032e+00,   2.902e-02,      -0.106,       0.000,       0.994,   5.025e-03,      1.7846
1572,   1.783e-01,   3.032e+00,   2.770e-02,      -0.112,       0.000,       0.994,   4.900e-03,      1.8250
1573,   1.664e-01,   3.032e+00,   2.635e-02,      -0.117,       0.000,       0.993,   4.769e-03,      1.8686
1574,   1.549e-01,   3.032e+00,   2.497e-02,      -0.123,       0.000,       0.992,   4.633e-03,      1.9159
1575,   1.437e-01,   3.032e+00,   2.357e-02,      -0.128,       0.000,       0.992,   4.493e-03,      1.9678
1576,   1.329e-01,   3.032e+00,   2.215e-02,      -0.134,       0.000,       0.991,   4.348e-03,      2.0223
1577,   1.224e-01,   3.032e+00,   2.073e-02,      -0.139,       0.000,       0.990,   4.199e-03,      2.0817
1578,   1.123e-01,   3.032e+00,   1.930e-02,      -0.144,       0.000,       0.990,   4.045e-03,      2.1477
1579,   1.026e-01,   3.032e+00,   1.787e-02,      -0.148,       0.000,       0.989,   3.887e-03,      2.2210
1580,   9.323e-02,   3.032e+00,   1.647e-02,      -0.153,       0.000,       0.988,   3.725e-03,      2.3029
1581,   8.430e-02,   3.032e+00,   1.508e-02,      -0.157,       0.000,       0.988,   3.559e-03,      2.3947
1582,   7.578e-02,   3.032e+00,   1.372e-02,      -0.161,       0.000,       0.987,   3.390e-03,      2.4962
1583,   6.768e-02,   3.032e+00,   1.239e-02,      -0.165,       0.000,       0.986,   3.216e-03,      2.6122
1584,   6.001e-02,   3.032e+00,   1.110e-02,      -0.168,       0.000,       0.986,   3.040e-03,      2.7450
1585,   5.277e-02,   3.032e+00,   9.853e-03,      -0.172,       0.000,       0.985,   2.859e-03,      2.8980
1586,   4.597e-02,   3.032e+00,   8.663e-03,      -0.175,       0.000,       0.985,   2.676e-03,      3.0762
1587,   3.962e-02,   3.032e+00,   7.529e-03,      -0.178,       0.000,       0.984,   2.490e-03,      3.2841
1588,   3.372e-02,   3.032e+00,   6.458e-03,      -0.181,       0.000,       0.984,   2.301e-03,      3.5308
1589,   2.829e-02,   3.032e+00,   5.455e-03,      -0.183,       0.000,       0.983,   2.110e-03,      3.8279
1590,   2.332e-02,   3.032e+00,   4.525e-03,      -0.186,      -0.000,       0.983,   1.916e-03,      4.1912
1591,   1.882e-02,   3.032e+00,   3.673e-03,      -0.188,       0.000,       0.982,   1.720e-03,      4.6440
1592,   1.479e-02,   3.032e+00,   2.903e-03,      -0.189,       0.000,       0.982,   1.522e-03,      5.2224
1593,   1.125e-02,   3.032e+00,   2.217e-03,      -0.191,      -0.000,       0.982,   1.323e-03,      5.9834
1594,   8.181e-03,   3.032e+00,   1.619e-03,      -0.193,      -0.000,       0.981,   1.122e-03,      7.0271
1595,   5.603e-03,   3.032e+00,   1.112e-03,      -0.194,       0.000,       0.981,   9.196e-04,      8.5415
1596,   3.512e-03,   3.032e+00,   6.990e-04,      -0.195,       0.000,       0.981,   7.163e-04,     10.9258
1597,   1.911e-03,   3.032e+00,   3.811e-04,      -0.195,       0.000,       0.981,   5.122e-04,     15.2049
1598,   8.017e-04,   3.032e+00,   1.601e-04,      -0.196,       0.000,       0.981,   3.076e-04,     24.9819
1599,   1.850e-04,   3.032e+00,   3.695e-05,      -0.196,       0.000,       0.981,   1.026e-04,     59.9108
Strip 17
1600,   9.999e-01,   3.400e+00,   8.207e-06,       0.132,       0.000,       0.991,   8.163e-05,      0.0223
1601,   9.996e-01,   3.400e+00,   5.744e-05,       0.132,       0.000,       0.991,   2.448e-04,      0.0394
1602,   9.987e-01,   3.400e+00,   1.722e-04,       0.132,       0.000,       0.991,   4.077e-04,      0.0589
1603,   9.974e-01,   3.400e+00,   3.522e-04,       0.131,       0.000,       0.991,   5.702e-04,      0.0771
1604,   9.955e-01,   3.400e+00,   5.966e-04,       0.131,       0.000,       0.991,   7.322e-04,      0.0971
1605,   9.932e-01,   3.400e+00,   9.050e-04,       0.130,      -0.000,       0.991,   8.933e-04,      0.1153
1606,   9.903e-01,   3.400e+00,   1.276e-03,       0.130,      -0.000,       0.992,   1.054e-03,      0.1354
1607,   9.870e-01,   3.400e+00,   1.708e-03,       0.129,      -0.000,       0.992,   1.213e-03,      0.1531
1608,   9.833e-01,   3.400e+00,   2.200e-03,       0.129,       0.000,       0.992,   1.371e-03,      0.1740
1609,   9.790e-01,   3.400e+00,   2.751e-03,       0.127,       0.000,       0.992,   1.527e-03,      0.1913
1610,   9.743e-01,   3.400e+00,   3.357e-03,       0.126,       0.000,       0.992,   1.682e-03,      0.2105
1611,   9.691e-01,   3.400e+00,   4.018e-03,       0.125,       0.000,       0.992,   1.835e-03,      0.2304
1612,   9.634e-01,   3.400e+00,   4.731e-03,       0.124,       0.000,       0.992,   1.987e-03,      0.2478
1613,   9.573e-01,   3.400e+00,   5.492e-03,       0.123,       0.000,       0.992,   2.136e-03,      0.2667
1614,   9.507e-01,   3.400e+00,   6.302e-03,       0.121,       0.000,       0.993,   2.283e-03,      0.2867
1615,   9.437e-01,   3.400e+00,   7.156e-03,       0.119,       0.000,       0.993,   2.428e-03,      0.3040
1616,   9.362e-01,   3.400e+00,   8.050e-03,       0.118,       0.000,       0.993,   2.570e-03,      0.3222
1617,   9.283e-01,   3.400e+00,   8.982e-03,       0.116,       0.000,       0.993,   2.710e-03,      0.3410
1618,   9.200e-01,   3.400e+00,   9.951e-03,       0.115,       0.000,       0.993,   2.847e-03,      0.3605
1619,   9.113e-01,   3.400e+00,   1.095e-02,       0.112,       0.000,       0.994,   2.981e-03,      0.3779
1620,   9.022e-01,   3.400e+00,   1.198e-02,       0.110,       0.000,       0.994,   3.112e-03,      0.3957
1621,   8.926e-01,   3.400e+00,   1.303e-02,       0.108,       0.000,       0.994,   3.240e-03,      0.4138
1622,   8.827e-01,   3.400e+00,   1.410e-02,       0.106,       0.000,       0.994,   3.365e-03,      0.4321
1623,   8.724e-01,   3.400e+00,   1.520e-02,       0.104,       0.000,       0.995,   3.486e-03,      0.4506
1624,   8.618e-01,   3.400e+00,   1.631e-02,       0.102,      -0.000,       0.995,   3.604e-03,      0.4691
1625,   8.507e-01,   3.400e+00,   1.742e-02,       0.099,      -0.000,       0.995,   3.718e-03,      0.4864
1626,   8.394e-01,   3.400e+00,   1.855e-02,       0.096,       0.000,       0.995,   3.828e-03,      0.5041
1627,   8.277e-01,   3.400e+00,   1.967e-02,       0.094,      -0.000,       0.996,   3.934e-03,      0.5218
1628,   8.156e-01,   3.400e+00,   2.080e-02,       0.091,      -0.000,       0.996,   4.037e-03,      0.5397
1629,   8.033e-01,   3.400e+00,   2.192e-02,       0.089,       0.000,       0.996,   4.136e-03,      0.5575
1630,   7.907e-01,   3.400e+00,   2.303e-02,       0.086,       0.000,       0.996,   4.230e-03,      0.5753
1631,   7.778e-01,   3.400e+00,   2.414e-02,       0.083,       0.000,       0.997,   4.320e-03,      0.5932
1632,   7.646e-01,   3.400e+00,   2.522e-02,       0.080,       0.000,       0.997,   4.406e-03,      0.6110
1633,   7.511e-01,   3.400e+00,   2.629e-02,       0.077,       0.000,       0.997,   4.488e-03,      0.6289
1634,   7.374e-01,   3.400e+00,   2.734e-02,       0.074,       0.000,       0.997,   4.565e-03,      0.6469
1635,   7.235e-01,   3.400e+00,   2.837e-02,       0.071,       0.000,       0.997,   4.638e-03,      0.6649
1636,   7.093e-01,   3.400e+00,   2.936e-02,       0.068,       0.000,       0.998,   4.706e-03,      0.6829
1637,   6.949e-01,   3.400e+00,   3.033e-02,       0.065,       0.000,       0.998,   4.769e-03,      0.7011
1638,   6.804e-01,   3.400e+00,   3.126e-02,       0.061,       0.000,       0.998,   4.828e-03,      0.7194
1639,   6.657e-01,   3.400e+00,   3.215e-02,       0.058,       0.000,       0.998,   4.882e-03,      0.7378
1640,   6.508e-01,   3.400e+00,   3.300e-02,       0.055,       0.000,       0.998,   4.931e-03,      0.7564
1641,   6.357e-01,   3.400e+00,   3.382e-02,       0.051,       0.000,       0.999,   4.975e-03,      0.7753
1642,   6.205e-01,   3.400e+00,   3.459e-02,       0.048,       0.000,       0.999,   5.015e-03,      0.7944
1643,   6.052e-01,   3.400e+00,   3.531e-02,       0.045,       0.000,       0.999,   5.049e-03,      0.8137
1644,   5.898e-01,   3.400e+00,   3.599e-02,       0.041,       0.000,       0.999,   5.079e-03,      0.8335
1645,   5.743e-01,   3.400e+00,   3.661e-02,       0.038,       0.000,       0.999,   5.104e-03,      0.8536
1646,   5.588e-01,   3.400e+00,   3.719e-02,       0.034,       0.000,       0.999,   5.123e-03,      0.8742
1647,   5.431e-01,   3.400e+00,   3.771e-02,       0.031,       0.000,       1.000,   5.138e-03,      0.8954
1648,   5.275e-01,   3.400e+00,   3.819e-02,       0.028,       0.000,       1.000,   5.148e-03,      0.9173
1649,   5.118e-01,   3.400e+00,   3.860e-02,       0.024,       0.000,       1.000,   5.152e-03,      0.9401
1650,   4.961e-01,   3.400e+00,   3.897e-02,       0.020,       0.000,       1.000,   5.152e-03,      0.9635
1651,   4.804e-01,   3.400e+00,   3.928e-02,       0.017,       0.000,       1.000,   5.146e-03,      0.9873
1652,   4.647e-01,   3.400e+00,   3.953e-02,       0.013,       0.000,       1.000,   5.136e-03,      1.0127
1653,   4.490e-01,   3.400e+00,   3.972e-02,       0.010,       0.000,       1.000,   5.120e-03,      1.0399
1654,   4.334e-01,   3.400e+00,   3.987e-02,       0.007,       0.000,       1.000,   5.100e-03,      1.0696
1655,   4.179e-01,   3.400e+00,   3.995e-02,       0.003,       0.000,       1.000,   5.075e-03,      1.1044
1656,   4.025e-01,   3.400e+00,   3.999e-02,      -0.001,       0.000,       1.000,   5.044e-03,      1.1440
1657,   3.871e-01,   3.400e+00,   3.994e-02,      -0.008,       0.000,       1.000,   5.009e-03,      1.1802
1658,   3.719e-01,   3.400e+00,   3.979e-02,      -0.016,       0.000,       1.000,   4.969e-03,      1.2118
1659,   3.568e-01,   3.400e+00,   3.952e-02,      -0.024,       0.000,       1.000,   4.925e-03,      1.2400
1660,   3.418e-01,   3.400e+00,   3.913e-02,      -0.031,      -0.000,       1.000,   4.876e-03,      1.2679
1661,   3.270e-01,   3.400e+00,   3.865e-02,      -0.038,      -0.000,       0.999,   4.822e-03,      1.2954
1662,   3.123e-01,   3.400e+00,   3.806e-02,      -0.046,       0.000,       0.999,   4.764e-03,      1.3228
1663,   2.978e-01,   3.400e+00,   3.737e-02,      -0.053,       0.000,       0.999,   4.701e-03,      1.3505
1664,   2.836e-01,   3.400e+00,   3.660e-02,      -0.060,      -0.000,       0.998,   4.634e-03,      1.3790
1665,   2.695e-01,   3.400e+00,   3.573e-02,      -0.067,      -0.000,       0.998,   4.563e-03,      1.4050
1666,   2.557e-01,   3.400e+00,   3.478e-02,      -0.074,      -0.000,       0.997,   4.487e-03,      1.4321
1667,   2.421e-01,   3.400e+00,   3.375e-02,      -0.080,      -0.000,       0.997,   4.407e-03,      1.4604
1668,   2.288e-01,   3.400e+00,   3.266e-02,      -0.087,       0.000,       0.996,   4.322e-03,      1.4900
1669,   2.157e-01,   3.400e+00,   3.150e-02,      -0.093,       0.000,       0.996,   4.233e-03,      1.5214
1670,   2.030e-01,   3.400e+00,   3.028e-02,      -0.099,      -0.000,       0.995,   4.140e-03,      1.5541
1671,   1.905e-01,   3.400e+00,   2.902e-02,      -0.106,       0.000,       0.994,   4.043e-03,      1.5864
1672,   1.783e-01,   3.400e+00,   2.770e-02,      -0.112,       0.000,       0.994,   3.942e-03,      1.6215
1673,   1.664e-01,   3.400e+00,   2.635e-02,      -0.117,      -0.000,       0.993,   3.837e-03,      1.6594
1674,   1.549e-01,   3.400e+00,   2.497e-02,      -0.123,      -0.000,       0.992,   3.728e-03,      1.7005
1675,   1.437e-01,   3.400e+00,   2.357e-02,      -0.128,       0.000,       0.992,   3.615e-03,      1.7458
1676,   1.329e-01,   3.400e+00,   2.215e-02,      -0.134,       0.000,       0.991,   3.498e-03,      1.7930
1677,   1.224e-01,   3.400e+00,   2.073e-02,      -0.139,       0.000,       0.990,   3.378e-03,      1.8445
1678,   1.123e-01,   3.400e+00,   1.930e-02,      -0.144,       0.000,       0.990,   3.255e-03,      1.9018
1679,   1.026e-01,   3.400e+00,   1.787e-02,      -0.148,       0.000,       0.989,   3.127e-03,      1.9655
1680,   9.323e-02,   3.400e+00,   1.647e-02,      -0.153,       0.000,       0.988,   2.997e-03,      2.0368
1681,   8.430e-02,   3.400e+00,   1.508e-02,      -0.157,       0.000,       0.988,   2.864e-03,      2.1167
1682,   7.578e-02,   3.400e+00,   1.372e-02,      -0.161,       0.000,       0.987,   2.727e-03,      2.2048
1683,   6.768e-02,   3.400e+00,   1.239e-02,      -0.165,       0.000,       0.986,   2.588e-03,      2.3058
1684,   6.001e-02,   3.400e+00,   1.110e-02,      -0.168,       0.000,       0.986,   2.445e-03,      2.4215
1685,   5.277e-02,   3.400e+00,   9.853e-03,      -0.172,       0.000,       0.985,   2.300e-03,      2.5549
1686,   4.597e-02,   3.400e+00,   8.663e-03,      -0.175,       0.000,       0.985,   2.153e-03,      2.7104
1687,   3.962e-02,   3.400e+00,   7.529e-03,      -0.178,       0.000,       0.984,   2.003e-03,      2.8918
1688,   3.372e-02,   3.400e+00,   6.458e-03,      -0.181,       0.000,       0.984,   1.851e-03,      3.1072
1689,   2.829e-02,   3.400e+00,   5.455e-03,      -0.183,       0.000,       0.983,   1.697e-03,      3.3668
1690,   2.332e-02,   3.400e+00,   4.525e-03,      -0.186,       0.000,       0.983,   1.541e-03,      3.6844
1691,   1.882e-02,   3.400e+00,   3.673e-03,      -0.188,       0.000,       0.982,   1.384e-03,      4.0806
1692,   1.479e-02,   3.400e+00,   2.903e-03,      -0.189,      -0.000,       0.982,   1.225e-03,      4.5869
1693,   1.125e-02,   3.400e+00,   2.217e-03,      -0.191,       0.000,       0.982,   1.064e-03,      5.2531
1694,   8.181e-03,   3.400e+00,   1.619e-03,      -0.193,      -0.000,       0.981,   9.026e-04,      6.1673
1695,   5.603e-03,   3.400e+00,   1.112e-03,      -0.194,      -0.000,       0.981,   7.398e-04,      7.4944
1696,   3.512e-03,   3.400e+00,   6.990e-04,      -0.195,       0.000,       0.981,   5.763e-04,      9.5842
1697,   1.911e-03,   3.400e+00,   3.811e-04,      -0.195,       0.000,       0.981,   4.121e-04,     13.3356
1698,   8.017e-04,   3.400e+00,   1.601e-04,      -0.196,       0.000,       0.981,   2.475e-04,     21.9082
1699,   1.850e-04,   3.400e+00,   3.695e-05,      -0.196,       0.000,       0.981,   8.251e-05,     52.5375
Strip 18
1700,   9.999e-01,   3.684e+00,   8.207e-06,       0.132,       0.000,       0.991,   5.978e-05,      0.0194
1701,   9.996e-01,   3.684e+00,   5.744e-05,       0.132,       0.000,       0.991,   1.793e-04,      0.0343
1702,   9.987e-01,   3.684e+00,   1.722e-04,       0.132,       0.000,       0.991,   2.986e-04,      0.0515
1703,   9.974e-01,   3.684e+00,   3.522e-04,       0.131,       0.000,       0.991,   4.176e-04,      0.0672
1704,   9.955e-01,   3.684e+00,   5.966e-04,       0.131,       0.000,       0.991,   5.362e-04,      0.0847
1705,   9.932e-01,   3.684e+00,   9.050e-04,       0.130,       0.000,       0.991,   6.543e-04,      0.1004
1706,   9.903e-01,   3.684e+00,   1.276e-03,       0.130,       0.000,       0.992,   7.716e-04,      0.1180
1707,   9.870e-01,   3.684e+00,   1.708e-03,       0.129,       0.000,       0.992,   8.882e-04,      0.1331
1708,   9.833e-01,   3.684e+00,   2.200e-03,       0.129,       0.000,       0.992,   1.004e-03,      0.1513
1709,   9.790e-01,   3.684e+00,   2.751e-03,       0.127,       0.000,       0.992,   1.118e-03,      0.1659
1710,   9.743e-01,   3.684e+00,   3.357e-03,       0.126,       0.000,       0.992,   1.232e-03,      0.1825
1711,   9.691e-01,   3.684e+00,   4.018e-03,       0.125,       0.000,       0.992,   1.344e-03,      0.1995
1712,   9.634e-01,   3.684e+00,   4.731e-03,       0.124,       0.000,       0.992,   1.455e-03,      0.2140
1713,   9.573e-01,   3.684e+00,   5.492e-03,       0.123,       0.000,       0.992,   1.564e-03,      0.2301
1714,   9.507e-01,   3.684e+00,   6.302e-03,       0.121,       0.000,       0.993,   1.672e-03,      0.2471
1715,   9.437e-01,   3.684e+00,   7.156e-03,       0.119,       0.000,       0.993,   1.778e-03,      0.2614
1716,   9.362e-01,   3.684e+00,   8.050e-03,       0.118,       0.000,       0.993,   1.882e-03,      0.2764
1717,   9.283e-01,   3.684e+00,   8.982e-03,       0.116,       0.000,       0.993,   1.985e-03,      0.2921
1718,   9.200e-01,   3.684e+00,   9.951e-03,       0.115,       0.000,       0.993,   2.085e-03,      0.3083
1719,   9.113e-01,   3.684e+00,   1.095e-02,       0.112,       0.000,       0.994,   2.183e-03,      0.3223
1720,   9.022e-01,   3.684e+00,   1.198e-02,       0.110,       0.000,       0.994,   2.279e-03,      0.3367
1721,   8.926e-01,   3.684e+00,   1.303e-02,       0.108,       0.000,       0.994,   2.373e-03,      0.3514
1722,   8.827e-01,   3.684e+00,   1.410e-02,       0.106,       0.000,       0.994,   2.464e-03,      0.3661
1723,   8.724e-01,   3.684e+00,   1.520e-02,       0.104,       0.000,       0.995,   2.553e-03,      0.3810
1724,   8.618e-01,   3.684e+00,   1.631e-02,       0.102,       0.000,       0.995,   2.639e-03,      0.3958
1725,   8.507e-01,   3.684e+00,   1.742e-02,       0.099,       0.000,       0.995,   2.723e-03,      0.4094
1726,   8.394e-01,   3.684e+00,   1.855e-02,       0.096,       0.000,       0.995,   2.804e-03,      0.4232
1727,   8.277e-01,   3.684e+00,   1.967e-02,       0.094,      -0.000,       0.996,   2.882e-03,      0.4372
1728,   8.156e-01,   3.684e+00,   2.080e-02,       0.091,      -0.000,       0.996,   2.957e-03,      0.4511
1729,   8.033e-01,   3.684e+00,   2.192e-02,       0.089,       0.000,       0.996,   3.029e-03,      0.4649
1730,   7.907e-01,   3.684e+00,   2.303e-02,       0.086,       0.000,       0.996,   3.098e-03,      0.4788
1731,   7.778e-01,   3.684e+00,   2.414e-02,       0.083,      -0.000,       0.997,   3.164e-03,      0.4926
1732,   7.646e-01,   3.684e+00,   2.522e-02,       0.080,      -0.000,       0.997,   3.227e-03,      0.5065
1733,   7.511e-01,   3.684e+00,   2.629e-02,       0.077,       0.000,       0.997,   3.287e-03,      0.5203
1734,   7.374e-01,   3.684e+00,   2.734e-02,       0.074,       0.000,       0.997,   3.344e-03,      0.5342
1735,   7.235e-01,   3.684e+00,   2.837e-02,       0.071,       0.000,       0.997,   3.397e-03,      0.5481
1736,   7.093e-01,   3.684e+00,   2.936e-02,       0.068,       0.000,       0.998,   3.447e-03,      0.5620
1737,   6.949e-01,   3.684e+00,   3.033e-02,       0.065,       0.000,       0.998,   3.493e-03,      0.5761
1738,   6.804e-01,   3.684e+00,   3.126e-02,       0.061,       0.000,       0.998,   3.536e-03,      0.5903
1739,   6.657e-01,   3.684e+00,   3.215e-02,       0.058,       0.000,       0.998,   3.576e-03,      0.6047
1740,   6.508e-01,   3.684e+00,   3.300e-02,       0.055,       0.000,       0.998,   3.612e-03,      0.6192
1741,   6.357e-01,   3.684e+00,   3.382e-02,       0.051,       0.000,       0.999,   3.644e-03,      0.6340
1742,   6.205e-01,   3.684e+00,   3.459e-02,       0.048,       0.000,       0.999,   3.673e-03,      0.6491
1743,   6.052e-01,   3.684e+00,   3.531e-02,       0.045,       0.000,       0.999,   3.698e-03,      0.6645
1744,   5.898e-01,   3.684e+00,   3.599e-02,       0.041,       0.000,       0.999,   3.720e-03,      0.6802
1745,   5.743e-01,   3.684e+00,   3.661e-02,       0.038,       0.000,       0.999,   3.738e-03,      0.6964
1746,   5.588e-01,   3.684e+00,   3.719e-02,       0.034,       0.000,       0.999,   3.752e-03,      0.7130
1747,   5.431e-01,   3.684e+00,   3.771e-02,       0.031,       0.000,       1.000,   3.763e-03,      0.7303
1748,   5.275e-01,   3.684e+00,   3.819e-02,       0.028,       0.000,       1.000,   3.770e-03,      0.7482
1749,   5.118e-01,   3.684e+00,   3.860e-02,       0.024,       0.000,       1.000,   3.774e-03,      0.7672
1750,   4.961e-01,   3.684e+00,   3.897e-02,       0.020,       0.000,       1.000,   3.773e-03,      0.7867
1751,   4.804e-01,   3.684e+00,   3.928e-02,       0.017,       0.000,       1.000,   3.769e-03,      0.8067
1752,   4.647e-01,   3.684e+00,   3.953e-02,       0.013,       0.000,       1.000,   3.762e-03,      0.8283
1753,   4.490e-01,   3.684e+00,   3.972e-02,       0.010,       0.000,       1.000,   3.750e-03,      0.8516
1754,   4.334e-01,   3.684e+00,   3.987e-02,       0.007,       0.000,       1.000,   3.735e-03,      0.8774
1755,   4.179e-01,   3.684e+00,   3.995e-02,       0.003,       0.000,       1.000,   3.717e-03,      0.9084
1756,   4.025e-01,   3.684e+00,   3.999e-02,      -0.001,       0.000,       1.000,   3.695e-03,      0.9440
1757,   3.871e-01,   3.684e+00,   3.994e-02,      -0.008,       0.000,       1.000,   3.669e-03,      0.9763
