XCP=,0.493302,,,,,,,,,
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp,,
Main WingCp Coefficients,,,,,,,,,,
Strip 1,,,,,,,,,,
1077,4.30E-01,-3.12E+00,3.99E-02,0.005,0,1,2.44E-03,0.5554,,
1078,3.99E-01,-3.12E+00,4.00E-02,-0.005,0,1,2.41E-03,0.5819,,
1079,3.68E-01,-3.12E+00,3.97E-02,-0.02,0,1,2.37E-03,0.5873,,
1080,3.38E-01,-3.12E+00,3.90E-02,-0.035,0,0.999,2.32E-03,0.5825,,
1081,3.09E-01,-3.12E+00,3.79E-02,-0.049,0,0.999,2.27E-03,0.5718,,
1082,2.80E-01,-3.12E+00,3.64E-02,-0.063,0,0.998,2.20E-03,0.5534,,
1083,2.52E-01,-3.12E+00,3.45E-02,-0.077,0,0.997,2.13E-03,0.5283,,
1084,2.26E-01,-3.12E+00,3.24E-02,-0.09,0,0.996,2.05E-03,0.4998,,
1085,2.00E-01,-3.12E+00,3.00E-02,-0.103,0,0.995,1.96E-03,0.4647,,
1086,1.75E-01,-3.12E+00,2.74E-02,-0.115,0,0.993,1.86E-03,0.4245,,
1087,1.52E-01,-3.12E+00,2.46E-02,-0.125,0,0.992,1.76E-03,0.3813,,
1088,1.30E-01,-3.12E+00,2.18E-02,-0.136,0,0.991,1.65E-03,0.3308,,
1089,1.10E-01,-3.12E+00,1.89E-02,-0.146,0,0.989,1.53E-03,0.2762,,
1090,9.11E-02,-3.12E+00,1.61E-02,-0.155,0,0.988,1.40E-03,0.2168,,
1091,7.38E-02,-3.12E+00,1.34E-02,-0.163,0,0.987,1.27E-03,0.1488,,
1092,5.83E-02,-3.12E+00,1.08E-02,-0.17,0,0.985,1.14E-03,0.0741,,
1093,4.45E-02,-3.12E+00,8.39E-03,-0.176,0,0.984,9.96E-04,-0.0117,,
1094,3.25E-02,-3.12E+00,6.22E-03,-0.182,0,0.983,8.50E-04,-0.1138,,
1095,2.23E-02,-3.12E+00,4.33E-03,-0.187,0,0.982,7.01E-04,-0.2404,,
1096,1.40E-02,-3.12E+00,2.75E-03,-0.19,0,0.982,5.48E-04,-0.4126,,
1097,7.63E-03,-3.12E+00,1.51E-03,-0.193,0,0.981,3.94E-04,-0.683,,
1098,3.20E-03,-3.12E+00,6.38E-04,-0.195,0,0.981,2.37E-04,-1.2361,,
1099,7.40E-04,-3.12E+00,1.48E-04,-0.196,0,0.981,7.91E-05,-3.0812,,
Strip 23,,,,,,,,,,
1100,1.00E+00,-3.04E+00,3.28E-05,0.132,0,0.991,8.12E-05,0.0343,,
1101,9.98E-01,-3.04E+00,2.29E-04,0.132,0,0.991,2.43E-04,0.0597,,
1102,9.95E-01,-3.04E+00,6.85E-04,0.131,0,0.991,4.05E-04,0.0877,,
1103,9.89E-01,-3.04E+00,1.40E-03,0.129,0,0.992,5.64E-04,0.1155,,
1104,9.82E-01,-3.04E+00,2.35E-03,0.128,0,0.992,7.21E-04,0.1429,,
1105,9.73E-01,-3.04E+00,3.53E-03,0.126,0,0.992,8.75E-04,0.1707,,
1106,9.62E-01,-3.04E+00,4.93E-03,0.123,0,0.992,1.03E-03,0.1967,,
1107,9.49E-01,-3.04E+00,6.52E-03,0.12,0,0.993,1.17E-03,0.2227,,
1108,9.34E-01,-3.04E+00,8.29E-03,0.117,0,0.993,1.31E-03,0.2479,,
1109,9.18E-01,-3.04E+00,1.02E-02,0.113,0,0.994,1.45E-03,0.2724,,
1110,9.00E-01,-3.04E+00,1.23E-02,0.109,0,0.994,1.58E-03,0.2953,,
1111,8.80E-01,-3.04E+00,1.44E-02,0.105,0,0.994,1.71E-03,0.3186,,
1112,8.59E-01,-3.04E+00,1.66E-02,0.1,0,0.995,1.82E-03,0.34,,
1113,8.36E-01,-3.04E+00,1.88E-02,0.095,0,0.995,1.93E-03,0.3601,,
1114,8.13E-01,-3.04E+00,2.11E-02,0.09,0,0.996,2.03E-03,0.3795,,
1115,7.87E-01,-3.04E+00,2.33E-02,0.084,0,0.996,2.13E-03,0.3978,,
1116,7.61E-01,-3.04E+00,2.55E-02,0.079,0,0.997,2.21E-03,0.415,,
1117,7.34E-01,-3.04E+00,2.76E-02,0.072,0,0.997,2.29E-03,0.4311,,
1118,7.06E-01,-3.04E+00,2.96E-02,0.066,0,0.998,2.36E-03,0.446,,
1119,6.77E-01,-3.04E+00,3.15E-02,0.06,0,0.998,2.42E-03,0.4597,,
1120,6.47E-01,-3.04E+00,3.32E-02,0.053,0,0.999,2.47E-03,0.4724,,
1121,6.17E-01,-3.04E+00,3.48E-02,0.046,0,0.999,2.50E-03,0.4842,,
1122,5.86E-01,-3.04E+00,3.61E-02,0.04,0,0.999,2.53E-03,0.4952,,
1123,5.55E-01,-3.04E+00,3.73E-02,0.033,0,0.999,2.55E-03,0.5058,,
1124,5.24E-01,-3.04E+00,3.83E-02,0.026,0,1,2.56E-03,0.5168,,
1125,4.92E-01,-3.04E+00,3.90E-02,0.019,0,1,2.56E-03,0.5276,-3.041,0.5276
1126,4.61E-01,-3.04E+00,3.96E-02,0.012,0,1,2.55E-03,0.5406,,
1127,4.30E-01,-3.04E+00,3.99E-02,0.005,0,1,2.53E-03,0.5627,,
1128,3.99E-01,-3.04E+00,4.00E-02,-0.005,0,1,2.50E-03,0.5894,,
1129,3.68E-01,-3.04E+00,3.97E-02,-0.02,0,1,2.46E-03,0.5951,,
1130,3.38E-01,-3.04E+00,3.90E-02,-0.035,0,0.999,2.41E-03,0.5905,,
1131,3.09E-01,-3.04E+00,3.79E-02,-0.049,0,0.999,2.36E-03,0.5799,,
1132,2.80E-01,-3.04E+00,3.64E-02,-0.063,0,0.998,2.29E-03,0.5618,,
1133,2.52E-01,-3.04E+00,3.45E-02,-0.077,0,0.997,2.21E-03,0.5369,,
1134,2.26E-01,-3.04E+00,3.24E-02,-0.09,0,0.996,2.13E-03,0.5087,,
1135,2.00E-01,-3.04E+00,3.00E-02,-0.103,0,0.995,2.04E-03,0.474,,
1136,1.75E-01,-3.04E+00,2.74E-02,-0.115,0,0.993,1.94E-03,0.4342,,
1137,1.52E-01,-3.04E+00,2.46E-02,-0.125,0,0.992,1.83E-03,0.3914,,
1138,1.30E-01,-3.04E+00,2.18E-02,-0.136,0,0.991,1.71E-03,0.3415,,
1139,1.10E-01,-3.04E+00,1.89E-02,-0.146,0,0.989,1.59E-03,0.2876,,
1140,9.11E-02,-3.04E+00,1.61E-02,-0.155,0,0.988,1.46E-03,0.2291,,
1141,7.38E-02,-3.04E+00,1.34E-02,-0.163,0,0.987,1.32E-03,0.1623,,
1142,5.83E-02,-3.04E+00,1.08E-02,-0.17,0,0.985,1.18E-03,0.089,,
1143,4.45E-02,-3.04E+00,8.39E-03,-0.176,0,0.984,1.03E-03,0.0053,,
1144,3.25E-02,-3.04E+00,6.22E-03,-0.182,0,0.983,8.83E-04,-0.0941,,
1145,2.23E-02,-3.04E+00,4.33E-03,-0.187,0,0.982,7.28E-04,-0.2167,,
1146,1.40E-02,-3.04E+00,2.75E-03,-0.19,0,0.982,5.70E-04,-0.3825,,
1147,7.63E-03,-3.04E+00,1.51E-03,-0.193,0,0.981,4.09E-04,-0.6414,,
1148,3.20E-03,-3.04E+00,6.38E-04,-0.195,0,0.981,2.46E-04,-1.1679,,
1149,7.40E-04,-3.04E+00,1.48E-04,-0.196,0,0.981,8.21E-05,-2.9177,,
Strip 24,,,,,,,,,,
1150,1.00E+00,-2.96E+00,3.28E-05,0.132,0,0.991,8.42E-05,0.0346,,
1151,9.98E-01,-2.96E+00,2.29E-04,0.132,0,0.991,2.52E-04,0.0602,,
1152,9.95E-01,-2.96E+00,6.85E-04,0.131,0,0.991,4.19E-04,0.0883,,
1153,9.89E-01,-2.96E+00,1.40E-03,0.129,0,0.992,5.84E-04,0.1163,,
1154,9.82E-01,-2.96E+00,2.35E-03,0.128,0,0.992,7.47E-04,0.144,,
1155,9.73E-01,-2.96E+00,3.53E-03,0.126,0,0.992,9.07E-04,0.1721,,
1156,9.62E-01,-2.96E+00,4.93E-03,0.123,0,0.992,1.06E-03,0.1983,,
1157,9.49E-01,-2.96E+00,6.52E-03,0.12,0,0.993,1.22E-03,0.2245,,
1158,9.34E-01,-2.96E+00,8.29E-03,0.117,0,0.993,1.36E-03,0.25,,
1159,9.18E-01,-2.96E+00,1.02E-02,0.113,0,0.994,1.50E-03,0.2747,,
1160,9.00E-01,-2.96E+00,1.23E-02,0.109,0,0.994,1.64E-03,0.2979,,
1161,8.80E-01,-2.96E+00,1.44E-02,0.105,0,0.994,1.77E-03,0.3214,,
1162,8.59E-01,-2.96E+00,1.66E-02,0.1,0,0.995,1.89E-03,0.3431,,
1163,8.36E-01,-2.96E+00,1.88E-02,0.095,0,0.995,2.00E-03,0.3634,,
1164,8.13E-01,-2.96E+00,2.11E-02,0.09,0,0.996,2.11E-03,0.3831,,
1165,7.87E-01,-2.96E+00,2.33E-02,0.084,0,0.996,2.21E-03,0.4017,,
1166,7.61E-01,-2.96E+00,2.55E-02,0.079,0,0.997,2.29E-03,0.4192,,
1167,7.34E-01,-2.96E+00,2.76E-02,0.072,0,0.997,2.37E-03,0.4355,,
1168,7.06E-01,-2.96E+00,2.96E-02,0.066,0,0.998,2.44E-03,0.4506,,
1169,6.77E-01,-2.96E+00,3.15E-02,0.06,0,0.998,2.50E-03,0.4646,,
1170,6.47E-01,-2.96E+00,3.32E-02,0.053,0,0.999,2.56E-03,0.4776,,
1171,6.17E-01,-2.96E+00,3.48E-02,0.046,0,0.999,2.60E-03,0.4896,,
1172,5.86E-01,-2.96E+00,3.61E-02,0.04,0,0.999,2.63E-03,0.5009,,
1173,5.55E-01,-2.96E+00,3.73E-02,0.033,0,0.999,2.65E-03,0.5117,,
1174,5.24E-01,-2.96E+00,3.83E-02,0.026,0,1,2.66E-03,0.523,,
1175,4.92E-01,-2.96E+00,3.90E-02,0.019,0,1,2.66E-03,0.5339,-2.958,0.5339
1176,4.61E-01,-2.96E+00,3.96E-02,0.012,0,1,2.65E-03,0.5472,,
1177,4.30E-01,-2.96E+00,3.99E-02,0.005,0,1,2.62E-03,0.5695,,
1178,3.99E-01,-2.96E+00,4.00E-02,-0.005,0,1,2.59E-03,0.5963,,
1179,3.68E-01,-2.96E+00,3.97E-02,-0.02,0,1,2.55E-03,0.6022,,
1180,3.38E-01,-2.96E+00,3.90E-02,-0.035,0,0.999,2.50E-03,0.5978,,
1181,3.09E-01,-2.96E+00,3.79E-02,-0.049,0,0.999,2.44E-03,0.5875,,
1182,2.80E-01,-2.96E+00,3.64E-02,-0.063,0,0.998,2.37E-03,0.5696,,
1183,2.52E-01,-2.96E+00,3.45E-02,-0.077,0,0.997,2.29E-03,0.545,,
1184,2.26E-01,-2.96E+00,3.24E-02,-0.09,0,0.996,2.21E-03,0.5171,,
1185,2.00E-01,-2.96E+00,3.00E-02,-0.103,0,0.995,2.11E-03,0.4827,,
1186,1.75E-01,-2.96E+00,2.74E-02,-0.115,0,0.993,2.01E-03,0.4433,,
1187,1.52E-01,-2.96E+00,2.46E-02,-0.125,0,0.992,1.89E-03,0.401,,
1188,1.30E-01,-2.96E+00,2.18E-02,-0.136,0,0.991,1.77E-03,0.3517,,
1189,1.10E-01,-2.96E+00,1.89E-02,-0.146,0,0.989,1.65E-03,0.2985,,
1190,9.11E-02,-2.96E+00,1.61E-02,-0.155,0,0.988,1.51E-03,0.2408,,
1191,7.38E-02,-2.96E+00,1.34E-02,-0.163,0,0.987,1.37E-03,0.1751,,
1192,5.83E-02,-2.96E+00,1.08E-02,-0.17,0,0.985,1.22E-03,0.1033,,
1193,4.45E-02,-2.96E+00,8.39E-03,-0.176,0,0.984,1.07E-03,0.0214,,
1194,3.25E-02,-2.96E+00,6.22E-03,-0.182,0,0.983,9.15E-04,-0.0753,,
1195,2.23E-02,-2.96E+00,4.33E-03,-0.187,0,0.982,7.54E-04,-0.194,,
1196,1.40E-02,-2.96E+00,2.75E-03,-0.19,0,0.982,5.90E-04,-0.3537,,
1197,7.63E-03,-2.96E+00,1.51E-03,-0.193,0,0.981,4.24E-04,-0.6014,,
1198,3.20E-03,-2.96E+00,6.38E-04,-0.195,0,0.981,2.55E-04,-1.1024,,
1199,7.40E-04,-2.96E+00,1.48E-04,-0.196,0,0.981,8.51E-05,-2.7609,,
Strip 25,,,,,,,,,,
1200,1.00E+00,-2.87E+00,3.28E-05,0.132,0,0.991,8.70E-05,0.0348,,
1201,9.98E-01,-2.87E+00,2.29E-04,0.132,0,0.991,2.61E-04,0.0606,,
1202,9.95E-01,-2.87E+00,6.85E-04,0.131,0,0.991,4.33E-04,0.089,,
1203,9.89E-01,-2.87E+00,1.40E-03,0.129,0,0.992,6.04E-04,0.1171,,
1204,9.82E-01,-2.87E+00,2.35E-03,0.128,0,0.992,7.73E-04,0.145,,
1205,9.73E-01,-2.87E+00,3.53E-03,0.126,0,0.992,9.38E-04,0.1733,,
1206,9.62E-01,-2.87E+00,4.93E-03,0.123,0,0.992,1.10E-03,0.1997,,
1207,9.49E-01,-2.87E+00,6.52E-03,0.12,0,0.993,1.26E-03,0.2261,,
1208,9.34E-01,-2.87E+00,8.29E-03,0.117,0,0.993,1.41E-03,0.2519,,
1209,9.18E-01,-2.87E+00,1.02E-02,0.113,0,0.994,1.55E-03,0.2768,,
1210,9.00E-01,-2.87E+00,1.23E-02,0.109,0,0.994,1.69E-03,0.3002,,
1211,8.80E-01,-2.87E+00,1.44E-02,0.105,0,0.994,1.83E-03,0.324,,
1212,8.59E-01,-2.87E+00,1.66E-02,0.1,0,0.995,1.95E-03,0.3459,,
1213,8.36E-01,-2.87E+00,1.88E-02,0.095,0,0.995,2.07E-03,0.3665,,
1214,8.13E-01,-2.87E+00,2.11E-02,0.09,0,0.996,2.18E-03,0.3864,,
1215,7.87E-01,-2.87E+00,2.33E-02,0.084,0,0.996,2.28E-03,0.4053,,
1216,7.61E-01,-2.87E+00,2.55E-02,0.079,0,0.997,2.37E-03,0.423,,
1217,7.34E-01,-2.87E+00,2.76E-02,0.072,0,0.997,2.45E-03,0.4395,,
1218,7.06E-01,-2.87E+00,2.96E-02,0.066,0,0.998,2.53E-03,0.4549,,
1219,6.77E-01,-2.87E+00,3.15E-02,0.06,0,0.998,2.59E-03,0.4691,,
1220,6.47E-01,-2.87E+00,3.32E-02,0.053,0,0.999,2.64E-03,0.4823,,
1221,6.17E-01,-2.87E+00,3.48E-02,0.046,0,0.999,2.68E-03,0.4945,,
1222,5.86E-01,-2.87E+00,3.61E-02,0.04,0,0.999,2.72E-03,0.506,,
1223,5.55E-01,-2.87E+00,3.73E-02,0.033,0,0.999,2.74E-03,0.5171,,
1224,5.24E-01,-2.87E+00,3.83E-02,0.026,0,1,2.75E-03,0.5285,,
1225,4.92E-01,-2.87E+00,3.90E-02,0.019,0,1,2.75E-03,0.5397,-2.872,0.5397
1226,4.61E-01,-2.87E+00,3.96E-02,0.012,0,1,2.74E-03,0.5531,,
1227,4.30E-01,-2.87E+00,3.99E-02,0.005,0,1,2.71E-03,0.5756,,
1228,3.99E-01,-2.87E+00,4.00E-02,-0.005,0,1,2.68E-03,0.6027,,
1229,3.68E-01,-2.87E+00,3.97E-02,-0.02,0,1,2.64E-03,0.6088,,
1230,3.38E-01,-2.87E+00,3.90E-02,-0.035,0,0.999,2.59E-03,0.6046,,
1231,3.09E-01,-2.87E+00,3.79E-02,-0.049,0,0.999,2.52E-03,0.5945,,
1232,2.80E-01,-2.87E+00,3.64E-02,-0.063,0,0.998,2.45E-03,0.5768,,
1233,2.52E-01,-2.87E+00,3.45E-02,-0.077,0,0.997,2.37E-03,0.5525,,
1234,2.26E-01,-2.87E+00,3.24E-02,-0.09,0,0.996,2.28E-03,0.5249,,
1235,2.00E-01,-2.87E+00,3.00E-02,-0.103,0,0.995,2.18E-03,0.4908,,
1236,1.75E-01,-2.87E+00,2.74E-02,-0.115,0,0.993,2.07E-03,0.4518,,
1237,1.52E-01,-2.87E+00,2.46E-02,-0.125,0,0.992,1.96E-03,0.41,,
1238,1.30E-01,-2.87E+00,2.18E-02,-0.136,0,0.991,1.83E-03,0.3613,,
1239,1.10E-01,-2.87E+00,1.89E-02,-0.146,0,0.989,1.70E-03,0.3087,,
1240,9.11E-02,-2.87E+00,1.61E-02,-0.155,0,0.988,1.56E-03,0.2519,,
1241,7.38E-02,-2.87E+00,1.34E-02,-0.163,0,0.987,1.42E-03,0.1873,,
1242,5.83E-02,-2.87E+00,1.08E-02,-0.17,0,0.985,1.27E-03,0.1169,,
1243,4.45E-02,-2.87E+00,8.39E-03,-0.176,0,0.984,1.11E-03,0.0368,,
1244,3.25E-02,-2.87E+00,6.22E-03,-0.182,0,0.983,9.46E-04,-0.0574,,
1245,2.23E-02,-2.87E+00,4.33E-03,-0.187,0,0.982,7.80E-04,-0.1724,,
1246,1.40E-02,-2.87E+00,2.75E-03,-0.19,0,0.982,6.10E-04,-0.3261,,
1247,7.63E-03,-2.87E+00,1.51E-03,-0.193,0,0.981,4.38E-04,-0.5632,,
1248,3.20E-03,-2.87E+00,6.38E-04,-0.195,0,0.981,2.64E-04,-1.0399,,
1249,7.40E-04,-2.87E+00,1.48E-04,-0.196,0,0.981,8.80E-05,-2.6111,,
Strip 26,,,,,,,,,,
1250,1.00E+00,-2.78E+00,3.28E-05,0.132,0,0.991,8.98E-05,0.035,,
1251,9.98E-01,-2.78E+00,2.29E-04,0.132,0,0.991,2.69E-04,0.061,,
1252,9.95E-01,-2.78E+00,6.85E-04,0.131,0,0.991,4.47E-04,0.0895,,
1253,9.89E-01,-2.78E+00,1.40E-03,0.129,0,0.992,6.24E-04,0.1179,,
1254,9.82E-01,-2.78E+00,2.35E-03,0.128,0,0.992,7.97E-04,0.146,,
1255,9.73E-01,-2.78E+00,3.53E-03,0.126,0,0.992,9.68E-04,0.1744,,
1256,9.62E-01,-2.78E+00,4.93E-03,0.123,0,0.992,1.13E-03,0.201,,
1257,9.49E-01,-2.78E+00,6.52E-03,0.12,0,0.993,1.30E-03,0.2277,,
1258,9.34E-01,-2.78E+00,8.29E-03,0.117,0,0.993,1.45E-03,0.2536,,
1259,9.18E-01,-2.78E+00,1.02E-02,0.113,0,0.994,1.60E-03,0.2788,,
1260,9.00E-01,-2.78E+00,1.23E-02,0.109,0,0.994,1.75E-03,0.3024,,
1261,8.80E-01,-2.78E+00,1.44E-02,0.105,0,0.994,1.89E-03,0.3263,,
1262,8.59E-01,-2.78E+00,1.66E-02,0.1,0,0.995,2.01E-03,0.3485,,
1263,8.36E-01,-2.78E+00,1.88E-02,0.095,0,0.995,2.14E-03,0.3693,,
1264,8.13E-01,-2.78E+00,2.11E-02,0.09,0,0.996,2.25E-03,0.3894,,
1265,7.87E-01,-2.78E+00,2.33E-02,0.084,0,0.996,2.35E-03,0.4085,,
1266,7.61E-01,-2.78E+00,2.55E-02,0.079,0,0.997,2.45E-03,0.4264,,
1267,7.34E-01,-2.78E+00,2.76E-02,0.072,0,0.997,2.53E-03,0.4432,,
1268,7.06E-01,-2.78E+00,2.96E-02,0.066,0,0.998,2.61E-03,0.4588,,
1269,6.77E-01,-2.78E+00,3.15E-02,0.06,0,0.998,2.67E-03,0.4732,,
1270,6.47E-01,-2.78E+00,3.32E-02,0.053,0,0.999,2.73E-03,0.4866,,
1271,6.17E-01,-2.78E+00,3.48E-02,0.046,0,0.999,2.77E-03,0.499,,
1272,5.86E-01,-2.78E+00,3.61E-02,0.04,0,0.999,2.80E-03,0.5107,,
1273,5.55E-01,-2.78E+00,3.73E-02,0.033,0,0.999,2.82E-03,0.522,,
1274,5.24E-01,-2.78E+00,3.83E-02,0.026,0,1,2.83E-03,0.5336,,
1275,4.92E-01,-2.78E+00,3.90E-02,0.019,0,1,2.83E-03,0.5449,-2.783,0.5449
1276,4.61E-01,-2.78E+00,3.96E-02,0.012,0,1,2.82E-03,0.5586,,
1277,4.30E-01,-2.78E+00,3.99E-02,0.005,0,1,2.80E-03,0.5813,,
1278,3.99E-01,-2.78E+00,4.00E-02,-0.005,0,1,2.77E-03,0.6085,,
1279,3.68E-01,-2.78E+00,3.97E-02,-0.02,0,1,2.72E-03,0.6148,,
1280,3.38E-01,-2.78E+00,3.90E-02,-0.035,0,0.999,2.67E-03,0.6109,,
1281,3.09E-01,-2.78E+00,3.79E-02,-0.049,0,0.999,2.60E-03,0.6009,,
1282,2.80E-01,-2.78E+00,3.64E-02,-0.063,0,0.998,2.53E-03,0.5835,,
1283,2.52E-01,-2.78E+00,3.45E-02,-0.077,0,0.997,2.45E-03,0.5595,,
1284,2.26E-01,-2.78E+00,3.24E-02,-0.09,0,0.996,2.35E-03,0.5322,,
1285,2.00E-01,-2.78E+00,3.00E-02,-0.103,0,0.995,2.25E-03,0.4984,,
1286,1.75E-01,-2.78E+00,2.74E-02,-0.115,0,0.993,2.14E-03,0.4598,,
1287,1.52E-01,-2.78E+00,2.46E-02,-0.125,0,0.992,2.02E-03,0.4185,,
1288,1.30E-01,-2.78E+00,2.18E-02,-0.136,0,0.991,1.89E-03,0.3703,,
1289,1.10E-01,-2.78E+00,1.89E-02,-0.146,0,0.989,1.76E-03,0.3184,,
1290,9.11E-02,-2.78E+00,1.61E-02,-0.155,0,0.988,1.61E-03,0.2624,,
1291,7.38E-02,-2.78E+00,1.34E-02,-0.163,0,0.987,1.46E-03,0.1988,,
1292,5.83E-02,-2.78E+00,1.08E-02,-0.17,0,0.985,1.31E-03,0.1297,,
1293,4.45E-02,-2.78E+00,8.39E-03,-0.176,0,0.984,1.14E-03,0.0514,,
1294,3.25E-02,-2.78E+00,6.22E-03,-0.182,0,0.983,9.77E-04,-0.0404,,
1295,2.23E-02,-2.78E+00,4.33E-03,-0.187,0,0.982,8.05E-04,-0.1518,,
1296,1.40E-02,-2.78E+00,2.75E-03,-0.19,0,0.982,6.30E-04,-0.3,,
1297,7.63E-03,-2.78E+00,1.51E-03,-0.193,0,0.981,4.52E-04,-0.527,,
1298,3.20E-03,-2.78E+00,6.38E-04,-0.195,0,0.981,2.72E-04,-0.9805,,
1299,7.40E-04,-2.78E+00,1.48E-04,-0.196,0,0.981,9.08E-05,-2.4688,,
Strip 27,,,,,,,,,,
1300,1.00E+00,-2.69E+00,3.28E-05,0.132,0,0.991,9.25E-05,0.0352,,
1301,9.98E-01,-2.69E+00,2.29E-04,0.132,0,0.991,2.77E-04,0.0613,,
1302,9.95E-01,-2.69E+00,6.85E-04,0.131,0,0.991,4.61E-04,0.09,,
1303,9.89E-01,-2.69E+00,1.40E-03,0.129,0,0.992,6.42E-04,0.1186,,
1304,9.82E-01,-2.69E+00,2.35E-03,0.128,0,0.992,8.21E-04,0.1468,,
1305,9.73E-01,-2.69E+00,3.53E-03,0.126,0,0.992,9.97E-04,0.1755,,
1306,9.62E-01,-2.69E+00,4.93E-03,0.123,0,0.992,1.17E-03,0.2023,,
1307,9.49E-01,-2.69E+00,6.52E-03,0.12,0,0.993,1.34E-03,0.229,,
1308,9.34E-01,-2.69E+00,8.29E-03,0.117,0,0.993,1.50E-03,0.2552,,
1309,9.18E-01,-2.69E+00,1.02E-02,0.113,0,0.994,1.65E-03,0.2805,,
1310,9.00E-01,-2.69E+00,1.23E-02,0.109,0,0.994,1.80E-03,0.3043,,
1311,8.80E-01,-2.69E+00,1.44E-02,0.105,0,0.994,1.94E-03,0.3285,,
1312,8.59E-01,-2.69E+00,1.66E-02,0.1,0,0.995,2.08E-03,0.3509,,
1313,8.36E-01,-2.69E+00,1.88E-02,0.095,0,0.995,2.20E-03,0.3718,,
1314,8.13E-01,-2.69E+00,2.11E-02,0.09,0,0.996,2.32E-03,0.3922,,
1315,7.87E-01,-2.69E+00,2.33E-02,0.084,0,0.996,2.42E-03,0.4115,,
1316,7.61E-01,-2.69E+00,2.55E-02,0.079,0,0.997,2.52E-03,0.4296,,
1317,7.34E-01,-2.69E+00,2.76E-02,0.072,0,0.997,2.61E-03,0.4466,,
1318,7.06E-01,-2.69E+00,2.96E-02,0.066,0,0.998,2.69E-03,0.4623,,
1319,6.77E-01,-2.69E+00,3.15E-02,0.06,0,0.998,2.75E-03,0.477,,
1320,6.47E-01,-2.69E+00,3.32E-02,0.053,0,0.999,2.81E-03,0.4905,,
1321,6.17E-01,-2.69E+00,3.48E-02,0.046,0,0.999,2.85E-03,0.5032,,
1322,5.86E-01,-2.69E+00,3.61E-02,0.04,0,0.999,2.89E-03,0.515,,
1323,5.55E-01,-2.69E+00,3.73E-02,0.033,0,0.999,2.91E-03,0.5265,,
1324,5.24E-01,-2.69E+00,3.83E-02,0.026,0,1,2.92E-03,0.5383,,
1325,4.92E-01,-2.69E+00,3.90E-02,0.019,0,1,2.92E-03,0.5498,-2.692,0.5498
1326,4.61E-01,-2.69E+00,3.96E-02,0.012,0,1,2.91E-03,0.5636,,
1327,4.30E-01,-2.69E+00,3.99E-02,0.005,0,1,2.88E-03,0.5865,,
1328,3.99E-01,-2.69E+00,4.00E-02,-0.005,0,1,2.85E-03,0.6139,,
1329,3.68E-01,-2.69E+00,3.97E-02,-0.02,0,1,2.80E-03,0.6204,,
1330,3.38E-01,-2.69E+00,3.90E-02,-0.035,0,0.999,2.75E-03,0.6166,,
1331,3.09E-01,-2.69E+00,3.79E-02,-0.049,0,0.999,2.68E-03,0.6069,,
1332,2.80E-01,-2.69E+00,3.64E-02,-0.063,0,0.998,2.61E-03,0.5897,,
1333,2.52E-01,-2.69E+00,3.45E-02,-0.077,0,0.997,2.52E-03,0.5659,,
1334,2.26E-01,-2.69E+00,3.24E-02,-0.09,0,0.996,2.42E-03,0.5389,,
1335,2.00E-01,-2.69E+00,3.00E-02,-0.103,0,0.995,2.32E-03,0.5055,,
1336,1.75E-01,-2.69E+00,2.74E-02,-0.115,0,0.993,2.20E-03,0.4673,,
1337,1.52E-01,-2.69E+00,2.46E-02,-0.125,0,0.992,2.08E-03,0.4264,,
1338,1.30E-01,-2.69E+00,2.18E-02,-0.136,0,0.991,1.95E-03,0.3787,,
1339,1.10E-01,-2.69E+00,1.89E-02,-0.146,0,0.989,1.81E-03,0.3275,,
1340,9.11E-02,-2.69E+00,1.61E-02,-0.155,0,0.988,1.66E-03,0.2723,,
1341,7.38E-02,-2.69E+00,1.34E-02,-0.163,0,0.987,1.51E-03,0.2097,,
1342,5.83E-02,-2.69E+00,1.08E-02,-0.17,0,0.985,1.35E-03,0.1418,,
1343,4.45E-02,-2.69E+00,8.39E-03,-0.176,0,0.984,1.18E-03,0.0652,,
1344,3.25E-02,-2.69E+00,6.22E-03,-0.182,0,0.983,1.01E-03,-0.0243,,
1345,2.23E-02,-2.69E+00,4.33E-03,-0.187,0,0.982,8.29E-04,-0.1324,,
1346,1.40E-02,-2.69E+00,2.75E-03,-0.19,0,0.982,6.49E-04,-0.2753,,
1347,7.63E-03,-2.69E+00,1.51E-03,-0.193,0,0.981,4.65E-04,-0.4927,,
1348,3.20E-03,-2.69E+00,6.38E-04,-0.195,0,0.981,2.80E-04,-0.9242,,
1349,7.40E-04,-2.69E+00,1.48E-04,-0.196,0,0.981,9.35E-05,-2.334,,
Strip 28,,,,,,,,,,
1350,1.00E+00,-2.60E+00,3.28E-05,0.132,0,0.991,9.51E-05,0.0354,,
1351,9.98E-01,-2.60E+00,2.29E-04,0.132,0,0.991,2.85E-04,0.0616,,
1352,9.95E-01,-2.60E+00,6.85E-04,0.131,0,0.991,4.74E-04,0.0905,,
1353,9.89E-01,-2.60E+00,1.40E-03,0.129,0,0.992,6.60E-04,0.1192,,
1354,9.82E-01,-2.60E+00,2.35E-03,0.128,0,0.992,8.44E-04,0.1476,,
1355,9.73E-01,-2.60E+00,3.53E-03,0.126,0,0.992,1.03E-03,0.1764,,
