XCP=,0.493302,,,,,,,,,
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp,,
Main WingCp Coefficients,,,,,,,,,,
Strip 1,,,,,,,,,,
3819,6.77E-01,2.96E+00,3.15E-02,0.06,0,0.998,2.50E-03,0.4646,,
3820,6.47E-01,2.96E+00,3.32E-02,0.053,0,0.999,2.56E-03,0.4776,,
3821,6.17E-01,2.96E+00,3.48E-02,0.046,0,0.999,2.60E-03,0.4896,,
3822,5.86E-01,2.96E+00,3.61E-02,0.04,0,0.999,2.63E-03,0.5009,,
3823,5.55E-01,2.96E+00,3.73E-02,0.033,0,0.999,2.65E-03,0.5117,,
3824,5.24E-01,2.96E+00,3.83E-02,0.026,0,1,2.66E-03,0.523,,
3825,4.92E-01,2.96E+00,3.90E-02,0.019,0,1,2.66E-03,0.5339,2.958,0.5339
3826,4.61E-01,2.96E+00,3.96E-02,0.012,0,1,2.65E-03,0.5472,,
3827,4.30E-01,2.96E+00,3.99E-02,0.005,0,1,2.62E-03,0.5695,,
3828,3.99E-01,2.96E+00,4.00E-02,-0.005,0,1,2.59E-03,0.5963,,
3829,3.68E-01,2.96E+00,3.97E-02,-0.02,0,1,2.55E-03,0.6022,,
3830,3.38E-01,2.96E+00,3.90E-02,-0.035,0,0.999,2.50E-03,0.5978,,
3831,3.09E-01,2.96E+00,3.79E-02,-0.049,0,0.999,2.44E-03,0.5875,,
3832,2.80E-01,2.96E+00,3.64E-02,-0.063,0,0.998,2.37E-03,0.5696,,
3833,2.52E-01,2.96E+00,3.45E-02,-0.077,0,0.997,2.29E-03,0.545,,
3834,2.26E-01,2.96E+00,3.24E-02,-0.09,0,0.996,2.21E-03,0.5171,,
3835,2.00E-01,2.96E+00,3.00E-02,-0.103,0,0.995,2.11E-03,0.4827,,
3836,1.75E-01,2.96E+00,2.74E-02,-0.115,0,0.993,2.01E-03,0.4433,,
3837,1.52E-01,2.96E+00,2.46E-02,-0.125,0,0.992,1.89E-03,0.401,,
3838,1.30E-01,2.96E+00,2.18E-02,-0.136,0,0.991,1.77E-03,0.3517,,
3839,1.10E-01,2.96E+00,1.89E-02,-0.146,0,0.989,1.65E-03,0.2985,,
3840,9.11E-02,2.96E+00,1.61E-02,-0.155,0,0.988,1.51E-03,0.2408,,
3841,7.38E-02,2.96E+00,1.34E-02,-0.163,0,0.987,1.37E-03,0.1751,,
3842,5.83E-02,2.96E+00,1.08E-02,-0.17,0,0.985,1.22E-03,0.1033,,
3843,4.45E-02,2.96E+00,8.39E-03,-0.176,0,0.984,1.07E-03,0.0214,,
3844,3.25E-02,2.96E+00,6.22E-03,-0.182,0,0.983,9.15E-04,-0.0753,,
3845,2.23E-02,2.96E+00,4.33E-03,-0.187,0,0.982,7.54E-04,-0.194,,
3846,1.40E-02,2.96E+00,2.75E-03,-0.19,0,0.982,5.90E-04,-0.3537,,
3847,7.63E-03,2.96E+00,1.51E-03,-0.193,0,0.981,4.24E-04,-0.6014,,
3848,3.20E-03,2.96E+00,6.38E-04,-0.195,0,0.981,2.55E-04,-1.1024,,
3849,7.40E-04,2.96E+00,1.48E-04,-0.196,0,0.981,8.51E-05,-2.7609,,
Strip 78,,,,,,,,,,
3850,1.00E+00,3.04E+00,3.28E-05,0.132,0,0.991,8.12E-05,0.0343,,
3851,9.98E-01,3.04E+00,2.29E-04,0.132,0,0.991,2.43E-04,0.0597,,
3852,9.95E-01,3.04E+00,6.85E-04,0.131,0,0.991,4.05E-04,0.0877,,
3853,9.89E-01,3.04E+00,1.40E-03,0.129,0,0.992,5.64E-04,0.1155,,
3854,9.82E-01,3.04E+00,2.35E-03,0.128,0,0.992,7.21E-04,0.1429,,
3855,9.73E-01,3.04E+00,3.53E-03,0.126,0,0.992,8.75E-04,0.1707,,
3856,9.62E-01,3.04E+00,4.93E-03,0.123,0,0.992,1.03E-03,0.1967,,
3857,9.49E-01,3.04E+00,6.52E-03,0.12,0,0.993,1.17E-03,0.2227,,
3858,9.34E-01,3.04E+00,8.29E-03,0.117,0,0.993,1.31E-03,0.2479,,
3859,9.18E-01,3.04E+00,1.02E-02,0.113,0,0.994,1.45E-03,0.2724,,
3860,9.00E-01,3.04E+00,1.23E-02,0.109,0,0.994,1.58E-03,0.2953,,
3861,8.80E-01,3.04E+00,1.44E-02,0.105,0,0.994,1.71E-03,0.3186,,
3862,8.59E-01,3.04E+00,1.66E-02,0.1,0,0.995,1.82E-03,0.34,,
3863,8.36E-01,3.04E+00,1.88E-02,0.095,0,0.995,1.93E-03,0.3601,,
3864,8.13E-01,3.04E+00,2.11E-02,0.09,0,0.996,2.03E-03,0.3795,,
3865,7.87E-01,3.04E+00,2.33E-02,0.084,0,0.996,2.13E-03,0.3978,,
3866,7.61E-01,3.04E+00,2.55E-02,0.079,0,0.997,2.21E-03,0.415,,
3867,7.34E-01,3.04E+00,2.76E-02,0.072,0,0.997,2.29E-03,0.4311,,
3868,7.06E-01,3.04E+00,2.96E-02,0.066,0,0.998,2.36E-03,0.446,,
3869,6.77E-01,3.04E+00,3.15E-02,0.06,0,0.998,2.42E-03,0.4597,,
3870,6.47E-01,3.04E+00,3.32E-02,0.053,0,0.999,2.47E-03,0.4724,,
3871,6.17E-01,3.04E+00,3.48E-02,0.046,0,0.999,2.50E-03,0.4842,,
3872,5.86E-01,3.04E+00,3.61E-02,0.04,0,0.999,2.53E-03,0.4952,,
3873,5.55E-01,3.04E+00,3.73E-02,0.033,0,0.999,2.55E-03,0.5058,,
3874,5.24E-01,3.04E+00,3.83E-02,0.026,0,1,2.56E-03,0.5168,,
3875,4.92E-01,3.04E+00,3.90E-02,0.019,0,1,2.56E-03,0.5276,3.041,0.5276
3876,4.61E-01,3.04E+00,3.96E-02,0.012,0,1,2.55E-03,0.5406,,
3877,4.30E-01,3.04E+00,3.99E-02,0.005,0,1,2.53E-03,0.5627,,
3878,3.99E-01,3.04E+00,4.00E-02,-0.005,0,1,2.50E-03,0.5894,,
3879,3.68E-01,3.04E+00,3.97E-02,-0.02,0,1,2.46E-03,0.5951,,
3880,3.38E-01,3.04E+00,3.90E-02,-0.035,0,0.999,2.41E-03,0.5905,,
3881,3.09E-01,3.04E+00,3.79E-02,-0.049,0,0.999,2.36E-03,0.5799,,
3882,2.80E-01,3.04E+00,3.64E-02,-0.063,0,0.998,2.29E-03,0.5618,,
3883,2.52E-01,3.04E+00,3.45E-02,-0.077,0,0.997,2.21E-03,0.5369,,
3884,2.26E-01,3.04E+00,3.24E-02,-0.09,0,0.996,2.13E-03,0.5087,,
3885,2.00E-01,3.04E+00,3.00E-02,-0.103,0,0.995,2.04E-03,0.474,,
3886,1.75E-01,3.04E+00,2.74E-02,-0.115,0,0.993,1.94E-03,0.4342,,
3887,1.52E-01,3.04E+00,2.46E-02,-0.125,0,0.992,1.83E-03,0.3914,,
3888,1.30E-01,3.04E+00,2.18E-02,-0.136,0,0.991,1.71E-03,0.3415,,
3889,1.10E-01,3.04E+00,1.89E-02,-0.146,0,0.989,1.59E-03,0.2876,,
3890,9.11E-02,3.04E+00,1.61E-02,-0.155,0,0.988,1.46E-03,0.2291,,
3891,7.38E-02,3.04E+00,1.34E-02,-0.163,0,0.987,1.32E-03,0.1623,,
3892,5.83E-02,3.04E+00,1.08E-02,-0.17,0,0.985,1.18E-03,0.089,,
3893,4.45E-02,3.04E+00,8.39E-03,-0.176,0,0.984,1.03E-03,0.0053,,
3894,3.25E-02,3.04E+00,6.22E-03,-0.182,0,0.983,8.83E-04,-0.0941,,
3895,2.23E-02,3.04E+00,4.33E-03,-0.187,0,0.982,7.28E-04,-0.2167,,
3896,1.40E-02,3.04E+00,2.75E-03,-0.19,0,0.982,5.70E-04,-0.3825,,
3897,7.63E-03,3.04E+00,1.51E-03,-0.193,0,0.981,4.09E-04,-0.6414,,
3898,3.20E-03,3.04E+00,6.38E-04,-0.195,0,0.981,2.46E-04,-1.1679,,
3899,7.40E-04,3.04E+00,1.48E-04,-0.196,0,0.981,8.21E-05,-2.9177,,
Strip 79,,,,,,,,,,
3900,1.00E+00,3.12E+00,3.28E-05,0.132,0,0.991,7.82E-05,0.034,,
3901,9.98E-01,3.12E+00,2.29E-04,0.132,0,0.991,2.34E-04,0.0593,,
3902,9.95E-01,3.12E+00,6.85E-04,0.131,0,0.991,3.89E-04,0.087,,
3903,9.89E-01,3.12E+00,1.40E-03,0.129,0,0.992,5.43E-04,0.1145,,
3904,9.82E-01,3.12E+00,2.35E-03,0.128,0,0.992,6.94E-04,0.1417,,
3905,9.73E-01,3.12E+00,3.53E-03,0.126,0,0.992,8.43E-04,0.1693,,
3906,9.62E-01,3.12E+00,4.93E-03,0.123,0,0.992,9.88E-04,0.195,,
3907,9.49E-01,3.12E+00,6.52E-03,0.12,0,0.993,1.13E-03,0.2207,,
3908,9.34E-01,3.12E+00,8.29E-03,0.117,0,0.993,1.27E-03,0.2457,,
3909,9.18E-01,3.12E+00,1.02E-02,0.113,0,0.994,1.40E-03,0.2699,,
3910,9.00E-01,3.12E+00,1.23E-02,0.109,0,0.994,1.52E-03,0.2925,,
3911,8.80E-01,3.12E+00,1.44E-02,0.105,0,0.994,1.64E-03,0.3155,,
3912,8.59E-01,3.12E+00,1.66E-02,0.1,0,0.995,1.75E-03,0.3367,,
3913,8.36E-01,3.12E+00,1.88E-02,0.095,0,0.995,1.86E-03,0.3564,,
3914,8.13E-01,3.12E+00,2.11E-02,0.09,0,0.996,1.96E-03,0.3755,,
3915,7.87E-01,3.12E+00,2.33E-02,0.084,0,0.996,2.05E-03,0.3936,,
3916,7.61E-01,3.12E+00,2.55E-02,0.079,0,0.997,2.13E-03,0.4105,,
3917,7.34E-01,3.12E+00,2.76E-02,0.072,0,0.997,2.21E-03,0.4262,,
3918,7.06E-01,3.12E+00,2.96E-02,0.066,0,0.998,2.27E-03,0.4408,,
3919,6.77E-01,3.12E+00,3.15E-02,0.06,0,0.998,2.33E-03,0.4543,,
3920,6.47E-01,3.12E+00,3.32E-02,0.053,0,0.999,2.37E-03,0.4667,,
3921,6.17E-01,3.12E+00,3.48E-02,0.046,0,0.999,2.41E-03,0.4782,,
3922,5.86E-01,3.12E+00,3.61E-02,0.04,0,0.999,2.44E-03,0.489,,
3923,5.55E-01,3.12E+00,3.73E-02,0.033,0,0.999,2.46E-03,0.4994,,
3924,5.24E-01,3.12E+00,3.83E-02,0.026,0,1,2.47E-03,0.5101,,
3925,4.92E-01,3.12E+00,3.90E-02,0.019,0,1,2.47E-03,0.5207,3.121,0.5207
3926,4.61E-01,3.12E+00,3.96E-02,0.012,0,1,2.46E-03,0.5335,,
3927,4.30E-01,3.12E+00,3.99E-02,0.005,0,1,2.44E-03,0.5554,,
3928,3.99E-01,3.12E+00,4.00E-02,-0.005,0,1,2.41E-03,0.5819,,
3929,3.68E-01,3.12E+00,3.97E-02,-0.02,0,1,2.37E-03,0.5873,,
3930,3.38E-01,3.12E+00,3.90E-02,-0.035,0,0.999,2.32E-03,0.5825,,
3931,3.09E-01,3.12E+00,3.79E-02,-0.049,0,0.999,2.27E-03,0.5718,,
3932,2.80E-01,3.12E+00,3.64E-02,-0.063,0,0.998,2.20E-03,0.5534,,
3933,2.52E-01,3.12E+00,3.45E-02,-0.077,0,0.997,2.13E-03,0.5283,,
3934,2.26E-01,3.12E+00,3.24E-02,-0.09,0,0.996,2.05E-03,0.4998,,
3935,2.00E-01,3.12E+00,3.00E-02,-0.103,0,0.995,1.96E-03,0.4647,,
3936,1.75E-01,3.12E+00,2.74E-02,-0.115,0,0.993,1.86E-03,0.4245,,
3937,1.52E-01,3.12E+00,2.46E-02,-0.125,0,0.992,1.76E-03,0.3813,,
3938,1.30E-01,3.12E+00,2.18E-02,-0.136,0,0.991,1.65E-03,0.3308,,
3939,1.10E-01,3.12E+00,1.89E-02,-0.146,0,0.989,1.53E-03,0.2762,,
3940,9.11E-02,3.12E+00,1.61E-02,-0.155,0,0.988,1.40E-03,0.2168,,
3941,7.38E-02,3.12E+00,1.34E-02,-0.163,0,0.987,1.27E-03,0.1488,,
3942,5.83E-02,3.12E+00,1.08E-02,-0.17,0,0.985,1.14E-03,0.0741,,
3943,4.45E-02,3.12E+00,8.39E-03,-0.176,0,0.984,9.96E-04,-0.0117,,
3944,3.25E-02,3.12E+00,6.22E-03,-0.182,0,0.983,8.50E-04,-0.1138,,
3945,2.23E-02,3.12E+00,4.33E-03,-0.187,0,0.982,7.01E-04,-0.2404,,
3946,1.40E-02,3.12E+00,2.75E-03,-0.19,0,0.982,5.48E-04,-0.4126,,
3947,7.63E-03,3.12E+00,1.51E-03,-0.193,0,0.981,3.94E-04,-0.683,,
3948,3.20E-03,3.12E+00,6.38E-04,-0.195,0,0.981,2.37E-04,-1.2361,,
3949,7.40E-04,3.12E+00,1.48E-04,-0.196,0,0.981,7.91E-05,-3.0812,,
Strip 80,,,,,,,,,,
3950,1.00E+00,3.20E+00,3.28E-05,0.132,0,0.991,7.51E-05,0.0337,,
3951,9.98E-01,3.20E+00,2.29E-04,0.132,0,0.991,2.25E-04,0.0587,,
3952,9.95E-01,3.20E+00,6.85E-04,0.131,0,0.991,3.74E-04,0.0862,,
3953,9.89E-01,3.20E+00,1.40E-03,0.129,0,0.992,5.21E-04,0.1135,,
3954,9.82E-01,3.20E+00,2.35E-03,0.128,0,0.992,6.67E-04,0.1404,,
3955,9.73E-01,3.20E+00,3.53E-03,0.126,0,0.992,8.09E-04,0.1677,,
3956,9.62E-01,3.20E+00,4.93E-03,0.123,0,0.992,9.48E-04,0.1932,,
3957,9.49E-01,3.20E+00,6.52E-03,0.12,0,0.993,1.08E-03,0.2186,,
3958,9.34E-01,3.20E+00,8.29E-03,0.117,0,0.993,1.22E-03,0.2433,,
3959,9.18E-01,3.20E+00,1.02E-02,0.113,0,0.994,1.34E-03,0.2672,,
3960,9.00E-01,3.20E+00,1.23E-02,0.109,0,0.994,1.46E-03,0.2895,,
3961,8.80E-01,3.20E+00,1.44E-02,0.105,0,0.994,1.58E-03,0.3122,,
3962,8.59E-01,3.20E+00,1.66E-02,0.1,0,0.995,1.68E-03,0.333,,
3963,8.36E-01,3.20E+00,1.88E-02,0.095,0,0.995,1.79E-03,0.3524,,
3964,8.13E-01,3.20E+00,2.11E-02,0.09,0,0.996,1.88E-03,0.3712,,
3965,7.87E-01,3.20E+00,2.33E-02,0.084,0,0.996,1.97E-03,0.3889,,
3966,7.61E-01,3.20E+00,2.55E-02,0.079,0,0.997,2.05E-03,0.4055,,
3967,7.34E-01,3.20E+00,2.76E-02,0.072,0,0.997,2.12E-03,0.4209,,
3968,7.06E-01,3.20E+00,2.96E-02,0.066,0,0.998,2.18E-03,0.4351,,
3969,6.77E-01,3.20E+00,3.15E-02,0.06,0,0.998,2.23E-03,0.4483,,
3970,6.47E-01,3.20E+00,3.32E-02,0.053,0,0.999,2.28E-03,0.4604,,
3971,6.17E-01,3.20E+00,3.48E-02,0.046,0,0.999,2.32E-03,0.4716,,
3972,5.86E-01,3.20E+00,3.61E-02,0.04,0,0.999,2.34E-03,0.4821,,
3973,5.55E-01,3.20E+00,3.73E-02,0.033,0,0.999,2.36E-03,0.4922,,
3974,5.24E-01,3.20E+00,3.83E-02,0.026,0,1,2.37E-03,0.5028,,
3975,4.92E-01,3.20E+00,3.90E-02,0.019,0,1,2.37E-03,0.5131,3.198,0.5131
3976,4.61E-01,3.20E+00,3.96E-02,0.012,0,1,2.36E-03,0.5257,,
3977,4.30E-01,3.20E+00,3.99E-02,0.005,0,1,2.34E-03,0.5474,,
3978,3.99E-01,3.20E+00,4.00E-02,-0.005,0,1,2.31E-03,0.5736,,
3979,3.68E-01,3.20E+00,3.97E-02,-0.02,0,1,2.28E-03,0.5789,,
3980,3.38E-01,3.20E+00,3.90E-02,-0.035,0,0.999,2.23E-03,0.5739,,
3981,3.09E-01,3.20E+00,3.79E-02,-0.049,0,0.999,2.18E-03,0.563,,
3982,2.80E-01,3.20E+00,3.64E-02,-0.063,0,0.998,2.12E-03,0.5444,,
3983,2.52E-01,3.20E+00,3.45E-02,-0.077,0,0.997,2.05E-03,0.519,,
3984,2.26E-01,3.20E+00,3.24E-02,-0.09,0,0.996,1.97E-03,0.4902,,
3985,2.00E-01,3.20E+00,3.00E-02,-0.103,0,0.995,1.88E-03,0.4548,,
3986,1.75E-01,3.20E+00,2.74E-02,-0.115,0,0.993,1.79E-03,0.4142,,
3987,1.52E-01,3.20E+00,2.46E-02,-0.125,0,0.992,1.69E-03,0.3705,,
3988,1.30E-01,3.20E+00,2.18E-02,-0.136,0,0.991,1.58E-03,0.3195,,
3989,1.10E-01,3.20E+00,1.89E-02,-0.146,0,0.989,1.47E-03,0.2642,,
3990,9.11E-02,3.20E+00,1.61E-02,-0.155,0,0.988,1.35E-03,0.2038,,
3991,7.38E-02,3.20E+00,1.34E-02,-0.163,0,0.987,1.22E-03,0.1347,,
3992,5.83E-02,3.20E+00,1.08E-02,-0.17,0,0.985,1.09E-03,0.0585,,
3993,4.45E-02,3.20E+00,8.39E-03,-0.176,0,0.984,9.56E-04,-0.0293,,
3994,3.25E-02,3.20E+00,6.22E-03,-0.182,0,0.983,8.16E-04,-0.1343,,
3995,2.23E-02,3.20E+00,4.33E-03,-0.187,0,0.982,6.73E-04,-0.2651,,
3996,1.40E-02,3.20E+00,2.75E-03,-0.19,0,0.982,5.27E-04,-0.4439,,
3997,7.63E-03,3.20E+00,1.51E-03,-0.193,0,0.981,3.78E-04,-0.7263,,
3998,3.20E-03,3.20E+00,6.38E-04,-0.195,0,0.981,2.27E-04,-1.3069,,
3999,7.40E-04,3.20E+00,1.48E-04,-0.196,0,0.981,7.59E-05,-3.2505,,
Strip 81,,,,,,,,,,
4000,1.00E+00,3.27E+00,3.28E-05,0.132,0,0.991,7.19E-05,0.0334,,
4001,9.98E-01,3.27E+00,2.29E-04,0.132,0,0.991,2.16E-04,0.0582,,
4002,9.95E-01,3.27E+00,6.85E-04,0.131,0,0.991,3.58E-04,0.0854,,
4003,9.89E-01,3.27E+00,1.40E-03,0.129,0,0.992,4.99E-04,0.1124,,
4004,9.82E-01,3.27E+00,2.35E-03,0.128,0,0.992,6.38E-04,0.139,,
4005,9.73E-01,3.27E+00,3.53E-03,0.126,0,0.992,7.75E-04,0.1661,,
4006,9.62E-01,3.27E+00,4.93E-03,0.123,0,0.992,9.08E-04,0.1912,,
4007,9.49E-01,3.27E+00,6.52E-03,0.12,0,0.993,1.04E-03,0.2163,,
4008,9.34E-01,3.27E+00,8.29E-03,0.117,0,0.993,1.16E-03,0.2407,,
4009,9.18E-01,3.27E+00,1.02E-02,0.113,0,0.994,1.28E-03,0.2643,,
4010,9.00E-01,3.27E+00,1.23E-02,0.109,0,0.994,1.40E-03,0.2863,,
4011,8.80E-01,3.27E+00,1.44E-02,0.105,0,0.994,1.51E-03,0.3086,,
4012,8.59E-01,3.27E+00,1.66E-02,0.1,0,0.995,1.61E-03,0.329,,
4013,8.36E-01,3.27E+00,1.88E-02,0.095,0,0.995,1.71E-03,0.3481,,
4014,8.13E-01,3.27E+00,2.11E-02,0.09,0,0.996,1.80E-03,0.3665,,
4015,7.87E-01,3.27E+00,2.33E-02,0.084,0,0.996,1.88E-03,0.3838,,
4016,7.61E-01,3.27E+00,2.55E-02,0.079,0,0.997,1.96E-03,0.4,,
4017,7.34E-01,3.27E+00,2.76E-02,0.072,0,0.997,2.03E-03,0.415,,
4018,7.06E-01,3.27E+00,2.96E-02,0.066,0,0.998,2.09E-03,0.4289,,
4019,6.77E-01,3.27E+00,3.15E-02,0.06,0,0.998,2.14E-03,0.4417,,
4020,6.47E-01,3.27E+00,3.32E-02,0.053,0,0.999,2.18E-03,0.4534,,
4021,6.17E-01,3.27E+00,3.48E-02,0.046,0,0.999,2.22E-03,0.4643,,
4022,5.86E-01,3.27E+00,3.61E-02,0.04,0,0.999,2.24E-03,0.4745,,
4023,5.55E-01,3.27E+00,3.73E-02,0.033,0,0.999,2.26E-03,0.4844,,
4024,5.24E-01,3.27E+00,3.83E-02,0.026,0,1,2.27E-03,0.4947,,
4025,4.92E-01,3.27E+00,3.90E-02,0.019,0,1,2.27E-03,0.5047,3.272,0.5047
4026,4.61E-01,3.27E+00,3.96E-02,0.012,0,1,2.26E-03,0.5171,,
4027,4.30E-01,3.27E+00,3.99E-02,0.005,0,1,2.24E-03,0.5386,,
4028,3.99E-01,3.27E+00,4.00E-02,-0.005,0,1,2.22E-03,0.5647,,
4029,3.68E-01,3.27E+00,3.97E-02,-0.02,0,1,2.18E-03,0.5698,,
4030,3.38E-01,3.27E+00,3.90E-02,-0.035,0,0.999,2.14E-03,0.5646,,
4031,3.09E-01,3.27E+00,3.79E-02,-0.049,0,0.999,2.09E-03,0.5534,,
4032,2.80E-01,3.27E+00,3.64E-02,-0.063,0,0.998,2.03E-03,0.5346,,
4033,2.52E-01,3.27E+00,3.45E-02,-0.077,0,0.997,1.96E-03,0.5091,,
4034,2.26E-01,3.27E+00,3.24E-02,-0.09,0,0.996,1.89E-03,0.4801,,
4035,2.00E-01,3.27E+00,3.00E-02,-0.103,0,0.995,1.80E-03,0.4443,,
4036,1.75E-01,3.27E+00,2.74E-02,-0.115,0,0.993,1.71E-03,0.4034,,
4037,1.52E-01,3.27E+00,2.46E-02,-0.125,0,0.992,1.62E-03,0.3592,,
4038,1.30E-01,3.27E+00,2.18E-02,-0.136,0,0.991,1.52E-03,0.3076,,
4039,1.10E-01,3.27E+00,1.89E-02,-0.146,0,0.989,1.41E-03,0.2516,,
4040,9.11E-02,3.27E+00,1.61E-02,-0.155,0,0.988,1.29E-03,0.1904,,
4041,7.38E-02,3.27E+00,1.34E-02,-0.163,0,0.987,1.17E-03,0.1201,,
4042,5.83E-02,3.27E+00,1.08E-02,-0.17,0,0.985,1.05E-03,0.0423,,
4043,4.45E-02,3.27E+00,8.39E-03,-0.176,0,0.984,9.16E-04,-0.0475,,
4044,3.25E-02,3.27E+00,6.22E-03,-0.182,0,0.983,7.82E-04,-0.1554,,
4045,2.23E-02,3.27E+00,4.33E-03,-0.187,0,0.982,6.45E-04,-0.2905,,
4046,1.40E-02,3.27E+00,2.75E-03,-0.19,0,0.982,5.04E-04,-0.4761,,
4047,7.63E-03,3.27E+00,1.51E-03,-0.193,0,0.981,3.62E-04,-0.7708,,
4048,3.20E-03,3.27E+00,6.38E-04,-0.195,0,0.981,2.18E-04,-1.3797,,
4049,7.40E-04,3.27E+00,1.48E-04,-0.196,0,0.981,7.27E-05,-3.4248,,
Strip 82,,,,,,,,,,
4050,1.00E+00,3.34E+00,3.28E-05,0.132,0,0.991,6.87E-05,0.0331,,
4051,9.98E-01,3.34E+00,2.29E-04,0.132,0,0.991,2.06E-04,0.0576,,
4052,9.95E-01,3.34E+00,6.85E-04,0.131,0,0.991,3.42E-04,0.0845,,
4053,9.89E-01,3.34E+00,1.40E-03,0.129,0,0.992,4.77E-04,0.1112,,
4054,9.82E-01,3.34E+00,2.35E-03,0.128,0,0.992,6.10E-04,0.1376,,
4055,9.73E-01,3.34E+00,3.53E-03,0.126,0,0.992,7.40E-04,0.1643,,
4056,9.62E-01,3.34E+00,4.93E-03,0.123,0,0.992,8.67E-04,0.1891,,
4057,9.49E-01,3.34E+00,6.52E-03,0.12,0,0.993,9.91E-04,0.2139,,
4058,9.34E-01,3.34E+00,8.29E-03,0.117,0,0.993,1.11E-03,0.2379,,
4059,9.18E-01,3.34E+00,1.02E-02,0.113,0,0.994,1.23E-03,0.2612,,
4060,9.00E-01,3.34E+00,1.23E-02,0.109,0,0.994,1.34E-03,0.2828,,
4061,8.80E-01,3.34E+00,1.44E-02,0.105,0,0.994,1.44E-03,0.3047,,
4062,8.59E-01,3.34E+00,1.66E-02,0.1,0,0.995,1.54E-03,0.3248,,
4063,8.36E-01,3.34E+00,1.88E-02,0.095,0,0.995,1.63E-03,0.3434,,
4064,8.13E-01,3.34E+00,2.11E-02,0.09,0,0.996,1.72E-03,0.3613,,
4065,7.87E-01,3.34E+00,2.33E-02,0.084,0,0.996,1.80E-03,0.3782,,
4066,7.61E-01,3.34E+00,2.55E-02,0.079,0,0.997,1.87E-03,0.394,,
4067,7.34E-01,3.34E+00,2.76E-02,0.072,0,0.997,1.94E-03,0.4086,,
4068,7.06E-01,3.34E+00,2.96E-02,0.066,0,0.998,1.99E-03,0.422,,
4069,6.77E-01,3.34E+00,3.15E-02,0.06,0,0.998,2.04E-03,0.4344,,
4070,6.47E-01,3.34E+00,3.32E-02,0.053,0,0.999,2.08E-03,0.4458,,
4071,6.17E-01,3.34E+00,3.48E-02,0.046,0,0.999,2.12E-03,0.4563,,
4072,5.86E-01,3.34E+00,3.61E-02,0.04,0,0.999,2.14E-03,0.4661,,
4073,5.55E-01,3.34E+00,3.73E-02,0.033,0,0.999,2.16E-03,0.4757,,
4074,5.24E-01,3.34E+00,3.83E-02,0.026,0,1,2.17E-03,0.4857,,
4075,4.92E-01,3.34E+00,3.90E-02,0.019,0,1,2.17E-03,0.4955,3.343,0.4955
4076,4.61E-01,3.34E+00,3.96E-02,0.012,0,1,2.16E-03,0.5077,,
4077,4.30E-01,3.34E+00,3.99E-02,0.005,0,1,2.14E-03,0.529,,
4078,3.99E-01,3.34E+00,4.00E-02,-0.005,0,1,2.12E-03,0.5549,,
4079,3.68E-01,3.34E+00,3.97E-02,-0.02,0,1,2.08E-03,0.5598,,
4080,3.38E-01,3.34E+00,3.90E-02,-0.035,0,0.999,2.04E-03,0.5545,,
4081,3.09E-01,3.34E+00,3.79E-02,-0.049,0,0.999,1.99E-03,0.5432,,
4082,2.80E-01,3.34E+00,3.64E-02,-0.063,0,0.998,1.94E-03,0.5242,,
4083,2.52E-01,3.34E+00,3.45E-02,-0.077,0,0.997,1.87E-03,0.4984,,
4084,2.26E-01,3.34E+00,3.24E-02,-0.09,0,0.996,1.80E-03,0.4692,,
4085,2.00E-01,3.34E+00,3.00E-02,-0.103,0,0.995,1.72E-03,0.4332,,
4086,1.75E-01,3.34E+00,2.74E-02,-0.115,0,0.993,1.64E-03,0.3919,,
4087,1.52E-01,3.34E+00,2.46E-02,-0.125,0,0.992,1.55E-03,0.3474,,
4088,1.30E-01,3.34E+00,2.18E-02,-0.136,0,0.991,1.45E-03,0.2952,,
4089,1.10E-01,3.34E+00,1.89E-02,-0.146,0,0.989,1.34E-03,0.2385,,
4090,9.11E-02,3.34E+00,1.61E-02,-0.155,0,0.988,1.23E-03,0.1764,,
4091,7.38E-02,3.34E+00,1.34E-02,-0.163,0,0.987,1.12E-03,0.105,,
4092,5.83E-02,3.34E+00,1.08E-02,-0.17,0,0.985,9.98E-04,0.0256,,
4093,4.45E-02,3.34E+00,8.39E-03,-0.176,0,0.984,8.74E-04,-0.0663,,
4094,3.25E-02,3.34E+00,6.22E-03,-0.182,0,0.983,7.47E-04,-0.1771,,
4095,2.23E-02,3.34E+00,4.33E-03,-0.187,0,0.982,6.15E-04,-0.3165,,
4096,1.40E-02,3.34E+00,2.75E-03,-0.19,0,0.982,4.82E-04,-0.509,,
4097,7.63E-03,3.34E+00,1.51E-03,-0.193,0,0.981,3.46E-04,-0.8162,,
4098,3.20E-03,3.34E+00,6.38E-04,-0.195,0,0.981,2.08E-04,-1.454,,
4099,7.40E-04,3.34E+00,1.48E-04,-0.196,0,0.981,6.94E-05,-3.6027,,
Strip 83,,,,,,,,,,
4100,1.00E+00,3.41E+00,3.28E-05,0.132,0,0.991,6.54E-05,0.0327,,
4101,9.98E-01,3.41E+00,2.29E-04,0.132,0,0.991,1.96E-04,0.057,,
4102,9.95E-01,3.41E+00,6.85E-04,0.131,0,0.991,3.25E-04,0.0836,,
4103,9.89E-01,3.41E+00,1.40E-03,0.129,0,0.992,4.54E-04,0.11,,
